ID_sample,Loci,Raw,Adapt
ADE_25_01204,rbcLverte,6476740,186143
ADE_25_01205,12S160,4913244,771302
ADE_25_01205,18SV9,4913244,1023410
ADE_25_01205,COIB1,4913244,1563712
ADE_25_01205,MiFishU,4913244,1060219
ADE_25_01205,rbcLrouge,4913244,255556
ADE_25_01205,rbcLverte,4913244,204266
ADE_25_01206,12S160,3995849,1082146
ADE_25_01206,18SV9,3995849,1099579
ADE_25_01206,COIB1,3995849,399026
ADE_25_01206,MiFishU,3995849,997274
ADE_25_01206,rbcLrouge,3995849,252872
ADE_25_01206,rbcLverte,3995849,126050
ADE_25_01207,12S160,4444640,1224455
ADE_25_01207,18SV9,4444640,961782
ADE_25_01207,COIB1,4444640,600473
ADE_25_01207,MiFishU,4444640,1281780
ADE_25_01207,rbcLrouge,4444640,245991
ADE_25_01207,rbcLverte,4444640,87841
ADE_25_01208,12S160,4522309,1319961
ADE_25_01208,18SV9,4522309,1198065
ADE_25_01208,COIB1,4522309,562118
ADE_25_01208,MiFishU,4522309,1088184
ADE_25_01208,rbcLrouge,4522309,220407
ADE_25_01208,rbcLverte,4522309,94771
ADE_25_01209,12S160,6222605,1808872
ADE_25_01209,18SV9,6222605,1651312
ADE_25_01209,COIB1,6222605,643655
ADE_25_01209,MiFishU,6222605,1733920
ADE_25_01209,rbcLrouge,6222605,204894
ADE_25_01209,rbcLverte,6222605,125598
ADE_25_01210,12S160,7366185,1637925
ADE_25_01210,18SV9,7366185,2124756
ADE_25_01210,COIB1,7366185,1445936
ADE_25_01210,MiFishU,7366185,1808606
ADE_25_01210,rbcLrouge,7366185,178250
ADE_25_01210,rbcLverte,7366185,113381
ADE_25_01211,12S160,7459821,2124391
ADE_25_01211,18SV9,7459821,2305619
ADE_25_01211,COIB1,7459821,1988958
ADE_25_01211,MiFishU,7459821,682597
ADE_25_01211,rbcLrouge,7459821,111736
ADE_25_01211,rbcLverte,7459821,175184
ADE_25_01212,12S160,5448406,1393315
ADE_25_01212,18SV9,5448406,899748
ADE_25_01212,COIB1,5448406,1176413
ADE_25_01212,MiFishU,5448406,1647894
ADE_25_01212,rbcLrouge,5448406,120409
ADE_25_01212,rbcLverte,5448406,166527
ADE_25_01213,12S160,3106802,1287129
ADE_25_01213,18SV9,3106802,1011006
ADE_25_01213,COIB1,3106802,82022
ADE_25_01213,MiFishU,3106802,429296
ADE_25_01213,rbcLrouge,3106802,99814
ADE_25_01213,rbcLverte,3106802,159668
ADE_25_01214,12S160,6028713,1775783
ADE_25_01214,18SV9,6028713,880792
ADE_25_01214,COIB1,6028713,1369656
ADE_25_01214,MiFishU,6028713,1663985
ADE_25_01214,rbcLrouge,6028713,133712
ADE_25_01214,rbcLverte,6028713,152465
ADE_25_01215,12S160,3496612,1300420
ADE_25_01215,18SV9,3496612,737627
ADE_25_01215,COIB1,3496612,593808
ADE_25_01215,MiFishU,3496612,618391
ADE_25_01215,rbcLrouge,3496612,65978
ADE_25_01215,rbcLverte,3496612,120771
ADE_25_01216,12S160,4444966,1602836
ADE_25_01216,18SV9,4444966,858302
ADE_25_01216,COIB1,4444966,594328
ADE_25_01216,MiFishU,4444966,1021680
ADE_25_01216,rbcLrouge,4444966,176921
ADE_25_01216,rbcLverte,4444966,143880
ADE_25_01217,12S160,5016264,1752046
ADE_25_01217,18SV9,5016264,785929
ADE_25_01217,COIB1,5016264,1038095
ADE_25_01217,MiFishU,5016264,1157586
ADE_25_01217,rbcLrouge,5016264,116864
ADE_25_01217,rbcLverte,5016264,112578
ADE_25_01218,12S160,1799305,92126
ADE_25_01218,18SV9,1799305,714114
ADE_25_01218,COIB1,1799305,253938
ADE_25_01218,MiFishU,1799305,39847
ADE_25_01218,rbcLrouge,1799305,118054
ADE_25_01218,rbcLverte,1799305,80825
ADE_25_01219,12S160,2539952,1247468
ADE_25_01219,18SV9,2539952,615131
ADE_25_01219,COIB1,2539952,29
ADE_25_01219,MiFishU,2539952,448610
ADE_25_01219,rbcLrouge,2539952,70721
ADE_25_01219,rbcLverte,2539952,108495
ADE_25_01220,12S160,4010985,1170484
ADE_25_01220,18SV9,4010985,702671
ADE_25_01220,COIB1,4010985,480601
ADE_25_01220,MiFishU,4010985,1409512
ADE_25_01220,rbcLrouge,4010985,106308
ADE_25_01220,rbcLverte,4010985,97695
ADE_25_01221,12S160,5126370,1473496
ADE_25_01221,18SV9,5126370,872044
ADE_25_01221,COIB1,5126370,496048
ADE_25_01221,MiFishU,5126370,1981423
ADE_25_01221,rbcLrouge,5126370,135129
ADE_25_01221,rbcLverte,5126370,111428
ADE_25_01222,12S160,4934854,1069323
ADE_25_01222,18SV9,4934854,1242959
ADE_25_01222,COIB1,4934854,1770337
ADE_25_01222,MiFishU,4934854,607244
ADE_25_01222,rbcLrouge,4934854,99476
ADE_25_01222,rbcLverte,4934854,100494
ADE_25_01223,12S160,5129783,1109958
ADE_25_01223,18SV9,5129783,1124258
ADE_25_01223,COIB1,5129783,1652057
ADE_25_01223,MiFishU,5129783,991286
ADE_25_01223,rbcLrouge,5129783,74663
ADE_25_01223,rbcLverte,5129783,133120
ADE_25_01224,12S160,5565066,1218934
ADE_25_01224,18SV9,5565066,956136
ADE_25_01224,COIB1,5565066,1646002
ADE_25_01224,MiFishU,5565066,1493211
ADE_25_01224,rbcLrouge,5565066,96657
ADE_25_01224,rbcLverte,5565066,98614
ADE_25_01225,12S160,3430717,1006193
ADE_25_01225,18SV9,3430717,749559
ADE_25_01225,COIB1,3430717,1238178
ADE_25_01225,MiFishU,3430717,40748
ADE_25_01225,rbcLrouge,3430717,168924
ADE_25_01225,rbcLverte,3430717,92371
ADE_25_01226,12S160,4185888,1100122
ADE_25_01226,18SV9,4185888,588273
ADE_25_01226,COIB1,4185888,1000106
ADE_25_01226,MiFishU,4185888,1204716
ADE_25_01226,rbcLrouge,4185888,126612
ADE_25_01226,rbcLverte,4185888,131983
ADE_25_01227,12S160,4225331,1036177
ADE_25_01227,18SV9,4225331,577494
ADE_25_01227,COIB1,4225331,949930
ADE_25_01227,MiFishU,4225331,1428293
ADE_25_01227,rbcLrouge,4225331,117637
ADE_25_01227,rbcLverte,4225331,77040
ADE_25_01228,12S160,4335287,1277044
ADE_25_01228,18SV9,4335287,722441
ADE_25_01228,COIB1,4335287,864036
ADE_25_01228,MiFishU,4335287,1191271
ADE_25_01228,rbcLrouge,4335287,126390
ADE_25_01228,rbcLverte,4335287,111873
ADE_25_01229,12S160,4567233,817495
ADE_25_01229,18SV9,4567233,553100
ADE_25_01229,COIB1,4567233,1142987
ADE_25_01229,MiFishU,4567233,1723922
ADE_25_01229,rbcLrouge,4567233,149158
ADE_25_01229,rbcLverte,4567233,132412
ADE_25_01230,12S160,2903934,548152
ADE_25_01230,18SV9,2903934,675641
ADE_25_01230,COIB1,2903934,1003582
ADE_25_01230,MiFishU,2903934,477468
ADE_25_01230,rbcLrouge,2903934,55761
ADE_25_01230,rbcLverte,2903934,88989
ADE_25_01231,12S160,4189965,1327966
ADE_25_01231,18SV9,4189965,1167884
ADE_25_01231,COIB1,4189965,1122034
ADE_25_01231,MiFishU,4189965,182853
ADE_25_01231,rbcLrouge,4189965,147357
ADE_25_01231,rbcLverte,4189965,174935
ADE_25_01232,12S160,5034794,1223118
ADE_25_01232,18SV9,5034794,1308634
ADE_25_01232,COIB1,5034794,1430209
ADE_25_01232,MiFishU,5034794,788343
ADE_25_01232,rbcLrouge,5034794,111604
ADE_25_01232,rbcLverte,5034794,122254
ADE_25_01233,12S160,4210347,1015461
ADE_25_01233,18SV9,4210347,1300079
ADE_25_01233,COIB1,4210347,1027097
ADE_25_01233,MiFishU,4210347,565477
ADE_25_01233,rbcLrouge,4210347,106437
ADE_25_01233,rbcLverte,4210347,143001
ADE_25_01234,12S160,5913718,1476287
ADE_25_01234,18SV9,5913718,1719520
ADE_25_01234,COIB1,5913718,710542
ADE_25_01234,MiFishU,5913718,1771388
ADE_25_01234,rbcLrouge,5913718,88897
ADE_25_01234,rbcLverte,5913718,95720
ADE_25_01235,12S160,5594611,1687619
ADE_25_01235,18SV9,5594611,1089745
ADE_25_01235,COIB1,5594611,533937
ADE_25_01235,MiFishU,5594611,2011148
ADE_25_01235,rbcLrouge,5594611,99051
ADE_25_01235,rbcLverte,5594611,120110
ADE_25_01236,12S160,5090585,1730543
ADE_25_01236,18SV9,5090585,760620
ADE_25_01236,COIB1,5090585,963481
ADE_25_01236,MiFishU,5090585,1375308
ADE_25_01236,rbcLrouge,5090585,110886
ADE_25_01236,rbcLverte,5090585,109607
ADE_25_01237,12S160,3888641,1371960
ADE_25_01237,18SV9,3888641,768290
ADE_25_01237,COIB1,3888641,828858
ADE_25_01237,MiFishU,3888641,544302
ADE_25_01237,rbcLrouge,3888641,119557
ADE_25_01237,rbcLverte,3888641,219898
ADE_25_01238,12S160,5032192,1521335
ADE_25_01238,18SV9,5032192,1633991
ADE_25_01238,COIB1,5032192,225574
ADE_25_01238,MiFishU,5032192,1330345
ADE_25_01238,rbcLrouge,5032192,102585
ADE_25_01238,rbcLverte,5032192,166182
ADE_25_01239,12S160,4224027,1408840
ADE_25_01239,18SV9,4224027,825630
ADE_25_01239,COIB1,4224027,464556
ADE_25_01239,MiFishU,4224027,1188090
ADE_25_01239,rbcLrouge,4224027,120281
ADE_25_01239,rbcLverte,4224027,173078
ADE_25_01240,12S160,6050208,1683170
ADE_25_01240,18SV9,6050208,748525
ADE_25_01240,COIB1,6050208,783591
ADE_25_01240,MiFishU,6050208,2518608
ADE_25_01240,rbcLrouge,6050208,116245
ADE_25_01240,rbcLverte,6050208,115112
ADE_25_01241,12S160,5472332,2007604
ADE_25_01241,18SV9,5472332,671625
ADE_25_01241,COIB1,5472332,558765
ADE_25_01241,MiFishU,5472332,1943170
ADE_25_01241,rbcLrouge,5472332,120944
ADE_25_01241,rbcLverte,5472332,119304
ADE_25_01242,12S160,4309002,1879620
ADE_25_01242,18SV9,4309002,637780
ADE_25_01242,COIB1,4309002,679610
ADE_25_01242,MiFishU,4309002,879892
ADE_25_01242,rbcLrouge,4309002,97039
ADE_25_01242,rbcLverte,4309002,94498
ADE_25_01243,12S160,3188891,423710
ADE_25_01243,18SV9,3188891,608282
ADE_25_01243,COIB1,3188891,947221
ADE_25_01243,MiFishU,3188891,719276
ADE_25_01243,rbcLrouge,3188891,118799
ADE_25_01243,rbcLverte,3188891,96683
ADE_25_01244,12S160,5226330,1546822
ADE_25_01244,18SV9,5226330,1445656
ADE_25_01244,COIB1,5226330,631190
ADE_25_01244,MiFishU,5226330,1353907
ADE_25_01244,rbcLrouge,5226330,97868
ADE_25_01244,rbcLverte,5226330,103992
ADE_25_01245,12S160,6049852,2048916
ADE_25_01245,18SV9,6049852,1596462
ADE_25_01245,COIB1,6049852,627608
ADE_25_01245,MiFishU,6049852,1467174
ADE_25_01245,rbcLrouge,6049852,111152
ADE_25_01245,rbcLverte,6049852,134036
ADE_25_01246,12S160,6579465,2463853
ADE_25_01246,18SV9,6579465,1784992
ADE_25_01246,COIB1,6579465,611157
ADE_25_01246,MiFishU,6579465,1453926
ADE_25_01246,rbcLrouge,6579465,89890
ADE_25_01246,rbcLverte,6579465,109938
ADE_25_01247,12S160,6533397,1961595
ADE_25_01247,18SV9,6533397,1645288
ADE_25_01247,COIB1,6533397,795557
ADE_25_01247,MiFishU,6533397,1835032
ADE_25_01247,rbcLrouge,6533397,105608
ADE_25_01247,rbcLverte,6533397,103651
ADE_25_01248,12S160,7488158,2257628
ADE_25_01248,18SV9,7488158,1385269
ADE_25_01248,COIB1,7488158,907185
ADE_25_01248,MiFishU,7488158,2670030
ADE_25_01248,rbcLrouge,7488158,95817
ADE_25_01248,rbcLverte,7488158,111265
ADE_25_01249,12S160,3180861,1339296
ADE_25_01249,18SV9,3180861,964306
ADE_25_01249,COIB1,3180861,13
ADE_25_01249,MiFishU,3180861,631813
ADE_25_01249,rbcLrouge,3180861,77617
ADE_25_01249,rbcLverte,3180861,108174
ADE_25_01250,12S160,4911331,1049595
ADE_25_01250,18SV9,4911331,2168324
ADE_25_01250,COIB1,4911331,22642
ADE_25_01250,MiFishU,4911331,1388291
ADE_25_01250,rbcLrouge,4911331,103973
ADE_25_01250,rbcLverte,4911331,126361
ADE_25_01251,12S160,4269195,1304028
ADE_25_01251,18SV9,4269195,1481064
ADE_25_01251,COIB1,4269195,756837
ADE_25_01251,MiFishU,4269195,462636
ADE_25_01251,rbcLrouge,4269195,135574
ADE_25_01251,rbcLverte,4269195,78645
ADE_25_01252,12S160,5430670,1338000
ADE_25_01252,18SV9,5430670,1694190
ADE_25_01252,COIB1,5430670,944857
ADE_25_01252,MiFishU,5430670,1108621
ADE_25_01252,rbcLrouge,5430670,127618
ADE_25_01252,rbcLverte,5430670,102093
ADE_25_01253,12S160,4705337,1113625
ADE_25_01253,18SV9,4705337,1085971
ADE_25_01253,COIB1,4705337,695467
ADE_25_01253,MiFishU,4705337,1540919
ADE_25_01253,rbcLrouge,4705337,123246
ADE_25_01253,rbcLverte,4705337,100033
ADE_25_01254,12S160,7141832,2323073
ADE_25_01254,18SV9,7141832,1072123
ADE_25_01254,COIB1,7141832,1110315
ADE_25_01254,MiFishU,7141832,2348697
ADE_25_01254,rbcLrouge,7141832,125445
ADE_25_01254,rbcLverte,7141832,102230
ADE_25_01255,12S160,6298931,2744651
ADE_25_01255,18SV9,6298931,980410
ADE_25_01255,COIB1,6298931,700340
ADE_25_01255,MiFishU,6298931,1617411
ADE_25_01255,rbcLrouge,6298931,90864
ADE_25_01255,rbcLverte,6298931,99564
ADE_25_01256,12S160,4031033,1314056
ADE_25_01256,18SV9,4031033,841342
ADE_25_01256,COIB1,4031033,909957
ADE_25_01256,MiFishU,4031033,728566
ADE_25_01256,rbcLrouge,4031033,97574
ADE_25_01256,rbcLverte,4031033,97917
ADE_25_01257,12S160,4349195,1089889
ADE_25_01257,18SV9,4349195,826149
ADE_25_01257,COIB1,4349195,799770
ADE_25_01257,MiFishU,4349195,1338686
ADE_25_01257,rbcLrouge,4349195,115697
ADE_25_01257,rbcLverte,4349195,139858
ADE_25_01258,12S160,4395079,1094334
ADE_25_01258,18SV9,4395079,951696
ADE_25_01258,COIB1,4395079,732205
ADE_25_01258,MiFishU,4395079,1392211
ADE_25_01258,rbcLrouge,4395079,101710
ADE_25_01258,rbcLverte,4395079,79362
ADE_25_01259,12S160,4470486,1236395
ADE_25_01259,18SV9,4470486,1913758
ADE_25_01259,COIB1,4470486,983230
ADE_25_01259,MiFishU,4470486,65769
ADE_25_01259,rbcLrouge,4470486,92141
ADE_25_01259,rbcLverte,4470486,91747
ADE_25_01260,12S160,5077040,994835
ADE_25_01260,18SV9,5077040,1540955
ADE_25_01260,COIB1,5077040,922625
ADE_25_01260,MiFishU,5077040,1361224
ADE_25_01260,rbcLrouge,5077040,95976
ADE_25_01260,rbcLverte,5077040,85024
ADE_25_01261,12S160,5637184,1297270
ADE_25_01261,18SV9,5637184,1815548
ADE_25_01261,COIB1,5637184,1091837
ADE_25_01261,MiFishU,5637184,1144849
ADE_25_01261,rbcLrouge,5637184,93916
ADE_25_01261,rbcLverte,5637184,101246
ADE_25_01262,12S160,6425781,2071816
ADE_25_01262,18SV9,6425781,1392331
ADE_25_01262,COIB1,6425781,1239962
ADE_25_01262,MiFishU,6425781,1408437
ADE_25_01262,rbcLrouge,6425781,124805
ADE_25_01262,rbcLverte,6425781,110949
ADE_25_01263,12S160,5723952,1056803
ADE_25_01263,18SV9,5723952,1897966
ADE_25_01263,COIB1,5723952,1363507
ADE_25_01263,MiFishU,5723952,1156208
ADE_25_01263,rbcLrouge,5723952,78372
ADE_25_01263,rbcLverte,5723952,89681
ADE_25_01264,12S160,3772733,1374688
ADE_25_01264,18SV9,3772733,1088217
ADE_25_01264,COIB1,3772733,1048625
ADE_25_01264,MiFishU,3772733,13998
ADE_25_01264,rbcLrouge,3772733,120784
ADE_25_01264,rbcLverte,3772733,80471
ADE_25_01265,12S160,3895796,1102219
ADE_25_01265,18SV9,3895796,968172
ADE_25_01265,COIB1,3895796,1543896
ADE_25_01265,MiFishU,3895796,8833
ADE_25_01265,rbcLrouge,3895796,118244
ADE_25_01265,rbcLverte,3895796,81959
ADE_25_01266,12S160,6308530,1493900
ADE_25_01266,18SV9,6308530,811686
ADE_25_01266,COIB1,6308530,1806630
ADE_25_01266,MiFishU,6308530,1887984
ADE_25_01266,rbcLrouge,6308530,115285
ADE_25_01266,rbcLverte,6308530,94929
ADE_25_01267,12S160,2541152,1331375
ADE_25_01267,18SV9,2541152,489845
ADE_25_01267,COIB1,2541152,3
ADE_25_01267,MiFishU,2541152,456674
ADE_25_01267,rbcLrouge,2541152,81678
ADE_25_01267,rbcLverte,2541152,105245
ADE_25_01268,12S160,4636116,650508
ADE_25_01268,18SV9,4636116,2055313
ADE_25_01268,COIB1,4636116,1441517
ADE_25_01268,MiFishU,4636116,254661
ADE_25_01268,rbcLrouge,4636116,31674
ADE_25_01268,rbcLverte,4636116,129947
ADE_25_01269,12S160,5935379,1457601
ADE_25_01269,18SV9,5935379,2037093
ADE_25_01269,COIB1,5935379,1170643
ADE_25_01269,MiFishU,5935379,975560
ADE_25_01269,rbcLrouge,5935379,112850
ADE_25_01269,rbcLverte,5935379,97170
ADE_25_01270,12S160,3602219,1097209
ADE_25_01270,18SV9,3602219,1674112
ADE_25_01270,COIB1,3602219,23
ADE_25_01270,MiFishU,3602219,514613
ADE_25_01270,rbcLrouge,3602219,118931
ADE_25_01270,rbcLverte,3602219,146671
ADE_25_01271,12S160,6711647,845918
ADE_25_01271,18SV9,6711647,1423436
ADE_25_01271,COIB1,6711647,1603142
ADE_25_01271,MiFishU,6711647,2633166
ADE_25_01271,rbcLrouge,6711647,66551
ADE_25_01271,rbcLverte,6711647,79590
ADE_25_01272,12S160,3939709,946742
ADE_25_01272,18SV9,3939709,749746
ADE_25_01272,COIB1,3939709,912934
ADE_25_01272,MiFishU,3939709,1054054
ADE_25_01272,rbcLrouge,3939709,119485
ADE_25_01272,rbcLverte,3939709,112414
ADE_25_01273,12S160,4125313,743728
ADE_25_01273,18SV9,4125313,1061868
ADE_25_01273,COIB1,4125313,1035364
ADE_25_01273,MiFishU,4125313,1030847
ADE_25_01273,rbcLrouge,4125313,119743
ADE_25_01273,rbcLverte,4125313,91669
ADE_25_01274,12S160,4482329,1264040
ADE_25_01274,18SV9,4482329,790153
ADE_25_01274,COIB1,4482329,780802
ADE_25_01274,MiFishU,4482329,1382001
ADE_25_01274,rbcLrouge,4482329,103409
ADE_25_01274,rbcLverte,4482329,117586
ADE_25_01275,12S160,3848665,1252441
ADE_25_01275,18SV9,3848665,604861
ADE_25_01275,COIB1,3848665,797911
ADE_25_01275,MiFishU,3848665,906240
ADE_25_01275,rbcLrouge,3848665,102923
ADE_25_01275,rbcLverte,3848665,117710
ADE_25_01276,12S160,3190745,1220620
ADE_25_01276,18SV9,3190745,909514
ADE_25_01276,COIB1,3190745,8
ADE_25_01276,MiFishU,3190745,737890
ADE_25_01276,rbcLrouge,3190745,132245
ADE_25_01276,rbcLverte,3190745,136049
ADE_25_01277,12S160,5213436,1472265
ADE_25_01277,18SV9,5213436,1812723
ADE_25_01277,COIB1,5213436,1279672
ADE_25_01277,MiFishU,5213436,313626
ADE_25_01277,rbcLrouge,5213436,123323
ADE_25_01277,rbcLverte,5213436,119323
ADE_25_01278,12S160,5405524,1262731
ADE_25_01278,18SV9,5405524,1423069
ADE_25_01278,COIB1,5405524,1565746
ADE_25_01278,MiFishU,5405524,907473
ADE_25_01278,rbcLrouge,5405524,107206
ADE_25_01278,rbcLverte,5405524,79708
ADE_25_01279,12S160,3664343,1883073
ADE_25_01279,18SV9,3664343,1303129
ADE_25_01279,COIB1,3664343,18
ADE_25_01279,MiFishU,3664343,221975
ADE_25_01279,rbcLrouge,3664343,105446
ADE_25_01279,rbcLverte,3664343,91340
ADE_25_01280,12S160,5741562,1330315
ADE_25_01280,18SV9,5741562,1973471
ADE_25_01280,COIB1,5741562,1166012
ADE_25_01280,MiFishU,5741562,998494
ADE_25_01280,rbcLrouge,5741562,116256
ADE_25_01280,rbcLverte,5741562,80043
ADE_25_01281,12S160,5195685,1751010
ADE_25_01281,18SV9,5195685,1708587
ADE_25_01281,COIB1,5195685,1236361
ADE_25_01281,MiFishU,5195685,209542
ADE_25_01281,rbcLrouge,5195685,102714
ADE_25_01281,rbcLverte,5195685,101030
ADE_25_01282,12S160,6293330,1271673
ADE_25_01282,18SV9,6293330,1722078
ADE_25_01282,COIB1,6293330,1176173
ADE_25_01282,MiFishU,6293330,1761925
ADE_25_01282,rbcLrouge,6293330,93685
ADE_25_01282,rbcLverte,6293330,112751
ADE_25_01283,12S160,4655891,577292
ADE_25_01283,18SV9,4655891,863915
ADE_25_01283,COIB1,4655891,2152848
ADE_25_01283,MiFishU,4655891,824935
ADE_25_01283,rbcLrouge,4655891,70438
ADE_25_01283,rbcLverte,4655891,74979
ADE_25_01284,12S160,4033002,1853761
ADE_25_01284,18SV9,4033002,659965
ADE_25_01284,COIB1,4033002,1133933
ADE_25_01284,MiFishU,4033002,126612
ADE_25_01284,rbcLrouge,4033002,96135
ADE_25_01284,rbcLverte,4033002,103004
ADE_25_01285,12S160,6727759,1652594
ADE_25_01285,18SV9,6727759,860018
ADE_25_01285,COIB1,6727759,1988528
ADE_25_01285,MiFishU,6727759,1950895
ADE_25_01285,rbcLrouge,6727759,116747
ADE_25_01285,rbcLverte,6727759,90080
ADE_25_01286,12S160,7998947,1761040
ADE_25_01286,18SV9,7998947,1608562
ADE_25_01286,COIB1,7998947,1564426
ADE_25_01286,MiFishU,7998947,2758962
ADE_25_01286,rbcLrouge,7998947,125629
ADE_25_01286,rbcLverte,7998947,105850
ADE_25_01287,12S160,4285368,1120139
ADE_25_01287,18SV9,4285368,1655402
ADE_25_01287,COIB1,4285368,875545
ADE_25_01287,MiFishU,4285368,383348
ADE_25_01287,rbcLrouge,4285368,101274
ADE_25_01287,rbcLverte,4285368,97294
ADE_25_01288,12S160,5929720,1518829
ADE_25_01288,18SV9,5929720,2188971
ADE_25_01288,COIB1,5929720,1318319
ADE_25_01288,MiFishU,5929720,603392
ADE_25_01288,rbcLrouge,5929720,121731
ADE_25_01288,rbcLverte,5929720,104663
ADE_25_01289,12S160,5105943,1130643
ADE_25_01289,18SV9,5105943,1509884
ADE_25_01289,COIB1,5105943,1176673
ADE_25_01289,MiFishU,5105943,1039220
ADE_25_01289,rbcLrouge,5105943,100173
ADE_25_01289,rbcLverte,5105943,93661
ADE_25_01290,12S160,5624493,812076
ADE_25_01290,18SV9,5624493,1270916
ADE_25_01290,COIB1,5624493,1111391
ADE_25_01290,MiFishU,5624493,2190454
ADE_25_01290,rbcLrouge,5624493,89253
ADE_25_01290,rbcLverte,5624493,99754
ADE_25_01291,12S160,6600304,1824862
ADE_25_01291,18SV9,6600304,1264282
ADE_25_01291,COIB1,6600304,243
ADE_25_01291,MiFishU,6600304,3231705
ADE_25_01291,rbcLrouge,6600304,119680
ADE_25_01291,rbcLverte,6600304,97424
ADE_25_01292,12S160,5073625,1299885
ADE_25_01292,18SV9,5073625,861820
ADE_25_01292,COIB1,5073625,952800
ADE_25_01292,MiFishU,5073625,1700714
ADE_25_01292,rbcLrouge,5073625,112269
ADE_25_01292,rbcLverte,5073625,101200
ADE_25_01293,12S160,5959424,1618338
ADE_25_01293,18SV9,5959424,1041215
ADE_25_01293,COIB1,5959424,909315
ADE_25_01293,MiFishU,5959424,2118598
ADE_25_01293,rbcLrouge,5959424,111402
ADE_25_01293,rbcLverte,5959424,102547
ADE_25_01294,12S160,7802017,2496074
ADE_25_01294,18SV9,7802017,1165318
ADE_25_01294,COIB1,7802017,592686
ADE_25_01294,MiFishU,7802017,3300036
ADE_25_01294,rbcLrouge,7802017,93162
ADE_25_01294,rbcLverte,7802017,83300
ADE_25_01295,12S160,4972941,1231344
ADE_25_01295,18SV9,4972941,1042146
ADE_25_01295,COIB1,4972941,735444
ADE_25_01295,MiFishU,4972941,1717256
ADE_25_01295,rbcLrouge,4972941,99107
ADE_25_01295,rbcLverte,4972941,101663
ADE_25_01296,12S160,4746167,1282645
ADE_25_01296,18SV9,4746167,1096374
ADE_25_01296,COIB1,4746167,493147
ADE_25_01296,MiFishU,4746167,1586136
ADE_25_01296,rbcLrouge,4746167,87502
ADE_25_01296,rbcLverte,4746167,125961
ADE_25_01297,12S160,5717424,1735377
ADE_25_01297,18SV9,5717424,1151681
ADE_25_01297,COIB1,5717424,414699
ADE_25_01297,MiFishU,5717424,2151743
ADE_25_01297,rbcLrouge,5717424,86496
ADE_25_01297,rbcLverte,5717424,113790
ADE_25_01298,12S160,5611331,882065
ADE_25_01298,18SV9,5611331,1254956
ADE_25_01298,COIB1,5611331,1264487
ADE_25_01298,MiFishU,5611331,1962683
ADE_25_01298,rbcLrouge,5611331,86280
ADE_25_01298,rbcLverte,5611331,111232
ADE_25_01299,12S160,4163334,918602
ADE_25_01299,18SV9,4163334,1273247
ADE_25_01299,COIB1,4163334,883871
ADE_25_01299,MiFishU,4163334,801590
ADE_25_01299,rbcLrouge,4163334,95589
ADE_25_01299,rbcLverte,4163334,157761
ADE_25_01300,12S160,5652828,1448390
ADE_25_01300,18SV9,5652828,1596535
ADE_25_01300,COIB1,5652828,783462
ADE_25_01300,MiFishU,5652828,1559890
ADE_25_01300,rbcLrouge,5652828,85573
ADE_25_01300,rbcLverte,5652828,133989
ADE_25_01301,12S160,5927871,1582445
ADE_25_01301,18SV9,5927871,811893
ADE_25_01301,COIB1,5927871,1164070
ADE_25_01301,MiFishU,5927871,2000265
ADE_25_01301,rbcLrouge,5927871,214456
ADE_25_01301,rbcLverte,5927871,102780
ADE_25_01302,12S160,5249595,1181997
ADE_25_01302,18SV9,5249595,1297821
ADE_25_01302,COIB1,5249595,798615
ADE_25_01302,MiFishU,5249595,1591118
ADE_25_01302,rbcLrouge,5249595,231580
ADE_25_01302,rbcLverte,5249595,91382
ADE_25_01303,12S160,4542411,1021905
ADE_25_01303,18SV9,4542411,888442
ADE_25_01303,COIB1,4542411,689092
ADE_25_01303,MiFishU,4542411,1625727
ADE_25_01303,rbcLrouge,4542411,168544
ADE_25_01303,rbcLverte,4542411,106073
ADE_25_01304,12S160,3979056,600735
ADE_25_01304,18SV9,3979056,1130897
ADE_25_01304,COIB1,3979056,1039179
ADE_25_01304,MiFishU,3979056,762366
ADE_25_01304,rbcLrouge,3979056,314685
ADE_25_01304,rbcLverte,3979056,96597
ADE_25_01305,12S160,6263082,1068760
ADE_25_01305,18SV9,6263082,1311853
ADE_25_01305,COIB1,6263082,1627429
ADE_25_01305,MiFishU,6263082,1772828
ADE_25_01305,rbcLrouge,6263082,334262
ADE_25_01305,rbcLverte,6263082,100040
ADE_25_01306,12S160,4610351,1471678
ADE_25_01306,18SV9,4610351,1065019
ADE_25_01306,COIB1,4610351,1037577
ADE_25_01306,MiFishU,4610351,660153
ADE_25_01306,rbcLrouge,4610351,224516
ADE_25_01306,rbcLverte,4610351,114400
ADE_25_01307,12S160,1673267,312131
ADE_25_01307,18SV9,1673267,672362
ADE_25_01307,COIB1,1673267,373283
ADE_25_01307,MiFishU,1673267,81017
ADE_25_01307,rbcLrouge,1673267,85662
ADE_25_01307,rbcLverte,1673267,94521
ADE_25_01308,12S160,5147963,1193401
ADE_25_01308,18SV9,5147963,1253833
ADE_25_01308,COIB1,5147963,1335129
ADE_25_01308,MiFishU,5147963,1067295
ADE_25_01308,rbcLrouge,5147963,111191
ADE_25_01308,rbcLverte,5147963,77746
ADE_25_01309,12S160,4184907,1157544
ADE_25_01309,18SV9,4184907,1167141
ADE_25_01309,COIB1,4184907,1004682
