ID,Loci,Remove,Reads,N
ADE_25_00688_18SV9,18SV9,0,Adapt,1
ADE_25_00689_18SV9,18SV9,0,Dada2,1
ADE_25_00689_18SV9,18SV9,0,Adapt,1
ADE_25_00690_18SV9,18SV9,0,Dada2,0
ADE_25_00690_18SV9,18SV9,0,Adapt,0
ADE_25_00691_18SV9,18SV9,0,Dada2,2
ADE_25_00691_18SV9,18SV9,0,Adapt,2
ADE_25_00692_18SV9,18SV9,0,Dada2,0
ADE_25_00692_18SV9,18SV9,0,Adapt,0
ADE_25_00693_18SV9,18SV9,1,Dada2,0
ADE_25_00693_18SV9,18SV9,1,Adapt,1
ADE_25_00694_18SV9,18SV9,1,Dada2,1
ADE_25_00694_18SV9,18SV9,1,Adapt,2
ADE_25_00695_18SV9,18SV9,1,Dada2,1
ADE_25_00695_18SV9,18SV9,1,Adapt,2
ADE_25_00696_18SV9,18SV9,0,Dada2,0
ADE_25_00696_18SV9,18SV9,0,Adapt,0
ADE_25_00697_18SV9,18SV9,1,Dada2,0
ADE_25_00697_18SV9,18SV9,1,Adapt,1
ADE_25_00698_18SV9,18SV9,0,Dada2,2
ADE_25_00698_18SV9,18SV9,0,Adapt,2
ADE_25_00699_18SV9,18SV9,0,Dada2,0
ADE_25_00699_18SV9,18SV9,0,Adapt,0
ADE_25_00700_18SV9,18SV9,0,Dada2,0
ADE_25_00700_18SV9,18SV9,0,Adapt,0
ADE_25_00701_18SV9,18SV9,0,Dada2,1
ADE_25_00701_18SV9,18SV9,0,Adapt,1
ADE_25_00702_18SV9,18SV9,0,Dada2,1
ADE_25_00702_18SV9,18SV9,0,Adapt,1
ADE_25_00703_18SV9,18SV9,0,Dada2,0
ADE_25_00703_18SV9,18SV9,0,Adapt,0
ADE_25_00704_18SV9,18SV9,0,Dada2,1
ADE_25_00704_18SV9,18SV9,0,Adapt,1
ADE_25_00705_18SV9,18SV9,2,Dada2,0
ADE_25_00705_18SV9,18SV9,2,Adapt,2
ADE_25_00706_18SV9,18SV9,0,Dada2,0
ADE_25_00706_18SV9,18SV9,0,Adapt,0
ADE_25_00707_18SV9,18SV9,0,Dada2,1
ADE_25_00707_18SV9,18SV9,0,Adapt,1
ADE_25_00708_18SV9,18SV9,0,Dada2,0
ADE_25_00708_18SV9,18SV9,0,Adapt,0
ADE_25_00709_18SV9,18SV9,0,Dada2,0
ADE_25_00709_18SV9,18SV9,0,Adapt,0
ADE_25_00710_18SV9,18SV9,0,Dada2,0
ADE_25_00710_18SV9,18SV9,0,Adapt,0
ADE_25_00711_18SV9,18SV9,0,Dada2,0
ADE_25_00711_18SV9,18SV9,0,Adapt,0
ADE_25_00712_18SV9,18SV9,1,Dada2,0
ADE_25_00712_18SV9,18SV9,1,Adapt,1
ADE_25_00713_18SV9,18SV9,0,Dada2,0
ADE_25_00713_18SV9,18SV9,0,Adapt,0
ADE_25_00714_18SV9,18SV9,0,Dada2,1
ADE_25_00714_18SV9,18SV9,0,Adapt,1
ADE_25_00715_18SV9,18SV9,0,Dada2,0
ADE_25_00715_18SV9,18SV9,0,Adapt,0
ADE_25_00716_18SV9,18SV9,1,Dada2,0
ADE_25_00716_18SV9,18SV9,1,Adapt,1
ADE_25_00717_18SV9,18SV9,0,Dada2,0
ADE_25_00717_18SV9,18SV9,0,Adapt,0
ADE_25_00718_18SV9,18SV9,1,Dada2,0
ADE_25_00718_18SV9,18SV9,1,Adapt,1
ADE_25_00719_18SV9,18SV9,0,Dada2,0
ADE_25_00719_18SV9,18SV9,0,Adapt,0
ADE_25_00720_18SV9,18SV9,0,Dada2,0
ADE_25_00720_18SV9,18SV9,0,Adapt,0
ADE_25_00730_18SV9,18SV9,0,Dada2,0
ADE_25_00730_18SV9,18SV9,0,Adapt,0
ADE_25_00731_18SV9,18SV9,0,Dada2,0
ADE_25_00731_18SV9,18SV9,0,Adapt,0
ADE_25_00732_18SV9,18SV9,0,Dada2,0
ADE_25_00732_18SV9,18SV9,0,Adapt,0
ADE_25_00733_18SV9,18SV9,0,Dada2,1
ADE_25_00733_18SV9,18SV9,0,Adapt,1
ADE_25_00734_18SV9,18SV9,0,Dada2,0
ADE_25_00734_18SV9,18SV9,0,Adapt,0
ADE_25_00735_18SV9,18SV9,0,Dada2,0
ADE_25_00735_18SV9,18SV9,0,Adapt,0
ADE_25_00736_18SV9,18SV9,0,Dada2,0
ADE_25_00736_18SV9,18SV9,0,Adapt,0
ADE_25_00737_18SV9,18SV9,0,Dada2,1
ADE_25_00737_18SV9,18SV9,0,Adapt,1
ADE_25_00738_18SV9,18SV9,0,Dada2,0
ADE_25_00738_18SV9,18SV9,0,Adapt,0
ADE_25_00739_18SV9,18SV9,0,Dada2,0
ADE_25_00739_18SV9,18SV9,0,Adapt,0
ADE_25_00740_18SV9,18SV9,0,Dada2,0
ADE_25_00740_18SV9,18SV9,0,Adapt,0
ADE_25_00741_18SV9,18SV9,0,Dada2,0
ADE_25_00741_18SV9,18SV9,0,Adapt,0
ADE_25_00742_18SV9,18SV9,0,Dada2,1
ADE_25_00742_18SV9,18SV9,0,Adapt,1
ADE_25_00743_18SV9,18SV9,0,Dada2,0
ADE_25_00743_18SV9,18SV9,0,Adapt,0
ADE_25_00744_18SV9,18SV9,0,Dada2,2
ADE_25_00744_18SV9,18SV9,0,Adapt,2
ADE_25_00745_18SV9,18SV9,0,Dada2,0
ADE_25_00745_18SV9,18SV9,0,Adapt,0
ADE_25_00746_18SV9,18SV9,0,Dada2,0
ADE_25_00746_18SV9,18SV9,0,Adapt,0
ADE_25_00747_18SV9,18SV9,0,Dada2,0
ADE_25_00747_18SV9,18SV9,0,Adapt,0
ADE_25_00748_18SV9,18SV9,0,Dada2,0
ADE_25_00748_18SV9,18SV9,0,Adapt,0
ADE_25_00749_18SV9,18SV9,0,Dada2,2
ADE_25_00749_18SV9,18SV9,0,Adapt,2
ADE_25_00750_18SV9,18SV9,0,Dada2,0
ADE_25_00750_18SV9,18SV9,0,Adapt,0
ADE_25_00751_18SV9,18SV9,0,Dada2,0
ADE_25_00751_18SV9,18SV9,0,Adapt,0
ADE_25_00752_18SV9,18SV9,0,Dada2,1
ADE_25_00752_18SV9,18SV9,0,Adapt,1
ADE_25_00753_18SV9,18SV9,0,Dada2,0
ADE_25_00753_18SV9,18SV9,0,Adapt,0
ADE_25_00754_18SV9,18SV9,0,Dada2,0
ADE_25_00754_18SV9,18SV9,0,Adapt,0
ADE_25_00755_18SV9,18SV9,0,Dada2,0
ADE_25_00755_18SV9,18SV9,0,Adapt,0
ADE_25_00756_18SV9,18SV9,0,Dada2,0
ADE_25_00756_18SV9,18SV9,0,Adapt,0
ADE_25_00757_18SV9,18SV9,0,Dada2,0
ADE_25_00757_18SV9,18SV9,0,Adapt,0
ADE_25_00758_18SV9,18SV9,0,Dada2,0
ADE_25_00758_18SV9,18SV9,0,Adapt,0
ADE_25_00759_18SV9,18SV9,0,Dada2,0
ADE_25_00759_18SV9,18SV9,0,Adapt,0
ADE_25_00760_18SV9,18SV9,0,Dada2,0
ADE_25_00760_18SV9,18SV9,0,Adapt,0
ADE_25_00761_18SV9,18SV9,0,Dada2,0
ADE_25_00761_18SV9,18SV9,0,Adapt,0
ADE_25_00762_18SV9,18SV9,0,Dada2,1
ADE_25_00762_18SV9,18SV9,0,Adapt,1
ADE_25_00763_18SV9,18SV9,0,Dada2,0
ADE_25_00763_18SV9,18SV9,0,Adapt,0
ADE_25_00764_18SV9,18SV9,0,Dada2,0
ADE_25_00764_18SV9,18SV9,0,Adapt,0
ADE_25_00765_18SV9,18SV9,1,Dada2,1
ADE_25_00765_18SV9,18SV9,1,Adapt,2
ADE_25_00766_18SV9,18SV9,0,Dada2,0
ADE_25_00766_18SV9,18SV9,0,Adapt,0
ADE_25_00767_18SV9,18SV9,0,Dada2,0
ADE_25_00767_18SV9,18SV9,0,Adapt,0
ADE_25_00768_18SV9,18SV9,0,Dada2,0
ADE_25_00768_18SV9,18SV9,0,Adapt,0
ADE_25_00769_18SV9,18SV9,0,Dada2,0
ADE_25_00769_18SV9,18SV9,0,Adapt,0
ADE_25_00770_18SV9,18SV9,0,Dada2,0
ADE_25_00770_18SV9,18SV9,0,Adapt,0
ADE_25_00771_18SV9,18SV9,0,Dada2,1
ADE_25_00771_18SV9,18SV9,0,Adapt,1
ADE_25_00772_18SV9,18SV9,0,Dada2,0
ADE_25_00772_18SV9,18SV9,0,Adapt,0
ADE_25_00773_18SV9,18SV9,0,Dada2,0
ADE_25_00773_18SV9,18SV9,0,Adapt,0
ADE_25_01177_18SV9,18SV9,184497,Dada2,822685
ADE_25_01177_18SV9,18SV9,184497,Adapt,1007182
ADE_25_01178_18SV9,18SV9,221147,Dada2,970838
ADE_25_01178_18SV9,18SV9,221147,Adapt,1191985
ADE_25_01179_18SV9,18SV9,143338,Dada2,672220
ADE_25_01179_18SV9,18SV9,143338,Adapt,815558
ADE_25_01180_18SV9,18SV9,167006,Dada2,844989
ADE_25_01180_18SV9,18SV9,167006,Adapt,1011995
ADE_25_01181_18SV9,18SV9,191670,Dada2,973414
ADE_25_01181_18SV9,18SV9,191670,Adapt,1165084
ADE_25_01182_18SV9,18SV9,151685,Dada2,716694
ADE_25_01182_18SV9,18SV9,151685,Adapt,868379
ADE_25_01183_18SV9,18SV9,174149,Dada2,559212
ADE_25_01183_18SV9,18SV9,174149,Adapt,733361
ADE_25_01184_18SV9,18SV9,154395,Dada2,686454
ADE_25_01184_18SV9,18SV9,154395,Adapt,840849
ADE_25_01185_18SV9,18SV9,138050,Dada2,636066
ADE_25_01185_18SV9,18SV9,138050,Adapt,774116
ADE_25_01186_18SV9,18SV9,194917,Dada2,772889
ADE_25_01186_18SV9,18SV9,194917,Adapt,967806
ADE_25_01187_18SV9,18SV9,191264,Dada2,933372
ADE_25_01187_18SV9,18SV9,191264,Adapt,1124636
ADE_25_01188_18SV9,18SV9,173625,Dada2,894209
ADE_25_01188_18SV9,18SV9,173625,Adapt,1067834
ADE_25_01189_18SV9,18SV9,188739,Dada2,920685
ADE_25_01189_18SV9,18SV9,188739,Adapt,1109424
ADE_25_01190_18SV9,18SV9,140332,Dada2,567469
ADE_25_01190_18SV9,18SV9,140332,Adapt,707801
ADE_25_01191_18SV9,18SV9,150657,Dada2,574210
ADE_25_01191_18SV9,18SV9,150657,Adapt,724867
ADE_25_01192_18SV9,18SV9,149663,Dada2,602346
ADE_25_01192_18SV9,18SV9,149663,Adapt,752009
ADE_25_01193_18SV9,18SV9,212318,Dada2,1114643
ADE_25_01193_18SV9,18SV9,212318,Adapt,1326961
ADE_25_01194_18SV9,18SV9,541750,Dada2,2468417
ADE_25_01194_18SV9,18SV9,541750,Adapt,3010167
ADE_25_01195_18SV9,18SV9,191302,Dada2,934546
ADE_25_01195_18SV9,18SV9,191302,Adapt,1125848
ADE_25_01196_18SV9,18SV9,115896,Dada2,517395
ADE_25_01196_18SV9,18SV9,115896,Adapt,633291
ADE_25_01197_18SV9,18SV9,241080,Dada2,1260078
ADE_25_01197_18SV9,18SV9,241080,Adapt,1501158
ADE_25_01198_18SV9,18SV9,115279,Dada2,538226
ADE_25_01198_18SV9,18SV9,115279,Adapt,653505
ADE_25_01199_18SV9,18SV9,111413,Dada2,506148
ADE_25_01199_18SV9,18SV9,111413,Adapt,617561
ADE_25_01200_18SV9,18SV9,157772,Dada2,658099
ADE_25_01200_18SV9,18SV9,157772,Adapt,815871
ADE_25_01201_18SV9,18SV9,106555,Dada2,443931
ADE_25_01201_18SV9,18SV9,106555,Adapt,550486
ADE_25_01202_18SV9,18SV9,139704,Dada2,520834
ADE_25_01202_18SV9,18SV9,139704,Adapt,660538
ADE_25_01203_18SV9,18SV9,192240,Dada2,738602
ADE_25_01203_18SV9,18SV9,192240,Adapt,930842
ADE_25_01204_18SV9,18SV9,180480,Dada2,813882
ADE_25_01204_18SV9,18SV9,180480,Adapt,994362
ADE_25_01205_18SV9,18SV9,210002,Dada2,813408
ADE_25_01205_18SV9,18SV9,210002,Adapt,1023410
ADE_25_01206_18SV9,18SV9,195658,Dada2,903921
ADE_25_01206_18SV9,18SV9,195658,Adapt,1099579
ADE_25_01207_18SV9,18SV9,177768,Dada2,784014
ADE_25_01207_18SV9,18SV9,177768,Adapt,961782
ADE_25_01208_18SV9,18SV9,206385,Dada2,991680
ADE_25_01208_18SV9,18SV9,206385,Adapt,1198065
ADE_25_01209_18SV9,18SV9,379788,Dada2,1271524
ADE_25_01209_18SV9,18SV9,379788,Adapt,1651312
ADE_25_01210_18SV9,18SV9,458665,Dada2,1666091
ADE_25_01210_18SV9,18SV9,458665,Adapt,2124756
ADE_25_01211_18SV9,18SV9,444317,Dada2,1861302
ADE_25_01211_18SV9,18SV9,444317,Adapt,2305619
ADE_25_01212_18SV9,18SV9,168253,Dada2,731495
ADE_25_01212_18SV9,18SV9,168253,Adapt,899748
ADE_25_01213_18SV9,18SV9,187634,Dada2,823372
ADE_25_01213_18SV9,18SV9,187634,Adapt,1011006
ADE_25_01214_18SV9,18SV9,160712,Dada2,720080
ADE_25_01214_18SV9,18SV9,160712,Adapt,880792
ADE_25_01215_18SV9,18SV9,135539,Dada2,602088
ADE_25_01215_18SV9,18SV9,135539,Adapt,737627
ADE_25_01216_18SV9,18SV9,155289,Dada2,703013
ADE_25_01216_18SV9,18SV9,155289,Adapt,858302
ADE_25_01217_18SV9,18SV9,148982,Dada2,636947
ADE_25_01217_18SV9,18SV9,148982,Adapt,785929
ADE_25_01218_18SV9,18SV9,179394,Dada2,534720
ADE_25_01218_18SV9,18SV9,179394,Adapt,714114
ADE_25_01219_18SV9,18SV9,114913,Dada2,500218
ADE_25_01219_18SV9,18SV9,114913,Adapt,615131
ADE_25_01220_18SV9,18SV9,155357,Dada2,547314
ADE_25_01220_18SV9,18SV9,155357,Adapt,702671
ADE_25_01221_18SV9,18SV9,147568,Dada2,724476
ADE_25_01221_18SV9,18SV9,147568,Adapt,872044
ADE_25_01222_18SV9,18SV9,238748,Dada2,1004211
ADE_25_01222_18SV9,18SV9,238748,Adapt,1242959
ADE_25_01223_18SV9,18SV9,198418,Dada2,925840
ADE_25_01223_18SV9,18SV9,198418,Adapt,1124258
ADE_25_01224_18SV9,18SV9,181600,Dada2,774536
ADE_25_01224_18SV9,18SV9,181600,Adapt,956136
ADE_25_01225_18SV9,18SV9,163064,Dada2,586495
ADE_25_01225_18SV9,18SV9,163064,Adapt,749559
ADE_25_01226_18SV9,18SV9,106016,Dada2,482257
ADE_25_01226_18SV9,18SV9,106016,Adapt,588273
ADE_25_01227_18SV9,18SV9,103038,Dada2,474456
ADE_25_01227_18SV9,18SV9,103038,Adapt,577494
ADE_25_01228_18SV9,18SV9,146600,Dada2,575841
ADE_25_01228_18SV9,18SV9,146600,Adapt,722441
ADE_25_01229_18SV9,18SV9,100165,Dada2,452935
ADE_25_01229_18SV9,18SV9,100165,Adapt,553100
ADE_25_01230_18SV9,18SV9,116798,Dada2,558843
ADE_25_01230_18SV9,18SV9,116798,Adapt,675641
ADE_25_01231_18SV9,18SV9,187972,Dada2,979912
ADE_25_01231_18SV9,18SV9,187972,Adapt,1167884
ADE_25_01232_18SV9,18SV9,214816,Dada2,1093818
ADE_25_01232_18SV9,18SV9,214816,Adapt,1308634
ADE_25_01233_18SV9,18SV9,213407,Dada2,1086672
ADE_25_01233_18SV9,18SV9,213407,Adapt,1300079
ADE_25_01234_18SV9,18SV9,300646,Dada2,1418874
ADE_25_01234_18SV9,18SV9,300646,Adapt,1719520
ADE_25_01235_18SV9,18SV9,282417,Dada2,807328
ADE_25_01235_18SV9,18SV9,282417,Adapt,1089745
ADE_25_01236_18SV9,18SV9,156174,Dada2,604446
ADE_25_01236_18SV9,18SV9,156174,Adapt,760620
ADE_25_01237_18SV9,18SV9,140589,Dada2,627701
ADE_25_01237_18SV9,18SV9,140589,Adapt,768290
ADE_25_01238_18SV9,18SV9,277497,Dada2,1356494
ADE_25_01238_18SV9,18SV9,277497,Adapt,1633991
ADE_25_01239_18SV9,18SV9,145188,Dada2,680442
ADE_25_01239_18SV9,18SV9,145188,Adapt,825630
ADE_25_01240_18SV9,18SV9,161967,Dada2,586558
ADE_25_01240_18SV9,18SV9,161967,Adapt,748525
ADE_25_01241_18SV9,18SV9,173300,Dada2,498325
ADE_25_01241_18SV9,18SV9,173300,Adapt,671625
ADE_25_01242_18SV9,18SV9,130485,Dada2,507295
ADE_25_01242_18SV9,18SV9,130485,Adapt,637780
ADE_25_01243_18SV9,18SV9,121227,Dada2,487055
ADE_25_01243_18SV9,18SV9,121227,Adapt,608282
ADE_25_01244_18SV9,18SV9,239315,Dada2,1206341
ADE_25_01244_18SV9,18SV9,239315,Adapt,1445656
ADE_25_01245_18SV9,18SV9,259573,Dada2,1336889
ADE_25_01245_18SV9,18SV9,259573,Adapt,1596462
ADE_25_01246_18SV9,18SV9,318674,Dada2,1466318
ADE_25_01246_18SV9,18SV9,318674,Adapt,1784992
ADE_25_01247_18SV9,18SV9,294838,Dada2,1350450
ADE_25_01247_18SV9,18SV9,294838,Adapt,1645288
ADE_25_01248_18SV9,18SV9,307811,Dada2,1077458
ADE_25_01248_18SV9,18SV9,307811,Adapt,1385269
ADE_25_01249_18SV9,18SV9,165843,Dada2,798463
ADE_25_01249_18SV9,18SV9,165843,Adapt,964306
ADE_25_01250_18SV9,18SV9,357573,Dada2,1810751
ADE_25_01250_18SV9,18SV9,357573,Adapt,2168324
ADE_25_01251_18SV9,18SV9,244810,Dada2,1236254
ADE_25_01251_18SV9,18SV9,244810,Adapt,1481064
ADE_25_01252_18SV9,18SV9,266468,Dada2,1427722
ADE_25_01252_18SV9,18SV9,266468,Adapt,1694190
ADE_25_01253_18SV9,18SV9,184794,Dada2,901177
ADE_25_01253_18SV9,18SV9,184794,Adapt,1085971
ADE_25_01254_18SV9,18SV9,190764,Dada2,881359
ADE_25_01254_18SV9,18SV9,190764,Adapt,1072123
ADE_25_01255_18SV9,18SV9,179239,Dada2,801171
ADE_25_01255_18SV9,18SV9,179239,Adapt,980410
ADE_25_01256_18SV9,18SV9,148004,Dada2,693338
ADE_25_01256_18SV9,18SV9,148004,Adapt,841342
ADE_25_01257_18SV9,18SV9,142234,Dada2,683915
ADE_25_01257_18SV9,18SV9,142234,Adapt,826149
ADE_25_01258_18SV9,18SV9,199628,Dada2,752068
ADE_25_01258_18SV9,18SV9,199628,Adapt,951696
ADE_25_01259_18SV9,18SV9,325706,Dada2,1588052
ADE_25_01259_18SV9,18SV9,325706,Adapt,1913758
ADE_25_01260_18SV9,18SV9,274482,Dada2,1266473
ADE_25_01260_18SV9,18SV9,274482,Adapt,1540955
ADE_25_01261_18SV9,18SV9,302489,Dada2,1513059
ADE_25_01261_18SV9,18SV9,302489,Adapt,1815548
ADE_25_01262_18SV9,18SV9,234041,Dada2,1158290
ADE_25_01262_18SV9,18SV9,234041,Adapt,1392331
ADE_25_01263_18SV9,18SV9,304530,Dada2,1593436
ADE_25_01263_18SV9,18SV9,304530,Adapt,1897966
ADE_25_01264_18SV9,18SV9,190905,Dada2,897312
ADE_25_01264_18SV9,18SV9,190905,Adapt,1088217
ADE_25_01265_18SV9,18SV9,172336,Dada2,795836
ADE_25_01265_18SV9,18SV9,172336,Adapt,968172
ADE_25_01266_18SV9,18SV9,146178,Dada2,665508
ADE_25_01266_18SV9,18SV9,146178,Adapt,811686
ADE_25_01267_18SV9,18SV9,95310,Dada2,394535
ADE_25_01267_18SV9,18SV9,95310,Adapt,489845
ADE_25_01268_18SV9,18SV9,376188,Dada2,1679125
ADE_25_01268_18SV9,18SV9,376188,Adapt,2055313
ADE_25_01269_18SV9,18SV9,362100,Dada2,1674993
ADE_25_01269_18SV9,18SV9,362100,Adapt,2037093
ADE_25_01270_18SV9,18SV9,273657,Dada2,1400455
ADE_25_01270_18SV9,18SV9,273657,Adapt,1674112
ADE_25_01271_18SV9,18SV9,217746,Dada2,1205690
ADE_25_01271_18SV9,18SV9,217746,Adapt,1423436
ADE_25_01272_18SV9,18SV9,133874,Dada2,615872
ADE_25_01272_18SV9,18SV9,133874,Adapt,749746
ADE_25_01273_18SV9,18SV9,193335,Dada2,868533
ADE_25_01273_18SV9,18SV9,193335,Adapt,1061868
ADE_25_01274_18SV9,18SV9,143146,Dada2,647007
ADE_25_01274_18SV9,18SV9,143146,Adapt,790153
ADE_25_01275_18SV9,18SV9,108560,Dada2,496301
ADE_25_01275_18SV9,18SV9,108560,Adapt,604861
ADE_25_01276_18SV9,18SV9,167740,Dada2,741774
ADE_25_01276_18SV9,18SV9,167740,Adapt,909514
ADE_25_01277_18SV9,18SV9,312415,Dada2,1500308
ADE_25_01277_18SV9,18SV9,312415,Adapt,1812723
ADE_25_01278_18SV9,18SV9,235182,Dada2,1187887
ADE_25_01278_18SV9,18SV9,235182,Adapt,1423069
ADE_25_01279_18SV9,18SV9,219888,Dada2,1083241
ADE_25_01279_18SV9,18SV9,219888,Adapt,1303129
ADE_25_01280_18SV9,18SV9,346827,Dada2,1626644
ADE_25_01280_18SV9,18SV9,346827,Adapt,1973471
ADE_25_01281_18SV9,18SV9,277464,Dada2,1431123
ADE_25_01281_18SV9,18SV9,277464,Adapt,1708587
ADE_25_01282_18SV9,18SV9,300464,Dada2,1421614
ADE_25_01282_18SV9,18SV9,300464,Adapt,1722078
ADE_25_01283_18SV9,18SV9,184834,Dada2,679081
ADE_25_01283_18SV9,18SV9,184834,Adapt,863915
ADE_25_01284_18SV9,18SV9,153024,Dada2,506941
ADE_25_01284_18SV9,18SV9,153024,Adapt,659965
ADE_25_01285_18SV9,18SV9,155858,Dada2,704160
ADE_25_01285_18SV9,18SV9,155858,Adapt,860018
ADE_25_01286_18SV9,18SV9,317543,Dada2,1291019
ADE_25_01286_18SV9,18SV9,317543,Adapt,1608562
ADE_25_01287_18SV9,18SV9,277323,Dada2,1378079
ADE_25_01287_18SV9,18SV9,277323,Adapt,1655402
ADE_25_01288_18SV9,18SV9,364431,Dada2,1824540
ADE_25_01288_18SV9,18SV9,364431,Adapt,2188971
ADE_25_01289_18SV9,18SV9,255429,Dada2,1254455
ADE_25_01289_18SV9,18SV9,255429,Adapt,1509884
ADE_25_01290_18SV9,18SV9,232404,Dada2,1038512
ADE_25_01290_18SV9,18SV9,232404,Adapt,1270916
ADE_25_01291_18SV9,18SV9,207759,Dada2,1056523
ADE_25_01291_18SV9,18SV9,207759,Adapt,1264282
ADE_25_01292_18SV9,18SV9,158657,Dada2,703163
ADE_25_01292_18SV9,18SV9,158657,Adapt,861820
ADE_25_01293_18SV9,18SV9,180901,Dada2,860314
ADE_25_01293_18SV9,18SV9,180901,Adapt,1041215
ADE_25_01294_18SV9,18SV9,209124,Dada2,956194
ADE_25_01294_18SV9,18SV9,209124,Adapt,1165318
ADE_25_01295_18SV9,18SV9,196999,Dada2,845147
ADE_25_01295_18SV9,18SV9,196999,Adapt,1042146
ADE_25_01296_18SV9,18SV9,204967,Dada2,891407
ADE_25_01296_18SV9,18SV9,204967,Adapt,1096374
ADE_25_01297_18SV9,18SV9,219823,Dada2,931858
ADE_25_01297_18SV9,18SV9,219823,Adapt,1151681
ADE_25_01298_18SV9,18SV9,283967,Dada2,970989
ADE_25_01298_18SV9,18SV9,283967,Adapt,1254956
ADE_25_01299_18SV9,18SV9,278597,Dada2,994650
ADE_25_01299_18SV9,18SV9,278597,Adapt,1273247
ADE_25_01300_18SV9,18SV9,317389,Dada2,1279146
ADE_25_01300_18SV9,18SV9,317389,Adapt,1596535
ADE_25_01301_18SV9,18SV9,164055,Dada2,647838
ADE_25_01301_18SV9,18SV9,164055,Adapt,811893
ADE_25_01302_18SV9,18SV9,243631,Dada2,1054190
ADE_25_01302_18SV9,18SV9,243631,Adapt,1297821
ADE_25_01303_18SV9,18SV9,219437,Dada2,669005
ADE_25_01303_18SV9,18SV9,219437,Adapt,888442
ADE_25_01304_18SV9,18SV9,254625,Dada2,876272
ADE_25_01304_18SV9,18SV9,254625,Adapt,1130897
ADE_25_01305_18SV9,18SV9,288274,Dada2,1023579
ADE_25_01305_18SV9,18SV9,288274,Adapt,1311853
ADE_25_01306_18SV9,18SV9,266225,Dada2,798794
ADE_25_01306_18SV9,18SV9,266225,Adapt,1065019
ADE_25_01307_18SV9,18SV9,171729,Dada2,500633
ADE_25_01307_18SV9,18SV9,171729,Adapt,672362
ADE_25_01308_18SV9,18SV9,219384,Dada2,1034449
ADE_25_01308_18SV9,18SV9,219384,Adapt,1253833
ADE_25_01309_18SV9,18SV9,201421,Dada2,965720
ADE_25_01309_18SV9,18SV9,201421,Adapt,1167141
ADE_25_01310_18SV9,18SV9,205283,Dada2,1038774
ADE_25_01310_18SV9,18SV9,205283,Adapt,1244057
ADE_25_01311_18SV9,18SV9,133609,Dada2,566683
ADE_25_01311_18SV9,18SV9,133609,Adapt,700292
ADE_25_01312_18SV9,18SV9,165384,Dada2,843626
ADE_25_01312_18SV9,18SV9,165384,Adapt,1009010
ADE_25_01313_18SV9,18SV9,218810,Dada2,1094836
ADE_25_01313_18SV9,18SV9,218810,Adapt,1313646
ADE_25_01314_18SV9,18SV9,180819,Dada2,727944
ADE_25_01314_18SV9,18SV9,180819,Adapt,908763
ADE_25_01315_18SV9,18SV9,304252,Dada2,1401946
ADE_25_01315_18SV9,18SV9,304252,Adapt,1706198
ADE_25_01316_18SV9,18SV9,166642,Dada2,809432
ADE_25_01316_18SV9,18SV9,166642,Adapt,976074
ADE_25_01317_18SV9,18SV9,268023,Dada2,1245227
ADE_25_01317_18SV9,18SV9,268023,Adapt,1513250
ADE_25_01318_18SV9,18SV9,236142,Dada2,1229576
ADE_25_01318_18SV9,18SV9,236142,Adapt,1465718
ADE_25_01319_18SV9,18SV9,324570,Dada2,1526003
ADE_25_01319_18SV9,18SV9,324570,Adapt,1850573
ADE_25_01320_18SV9,18SV9,159264,Dada2,543996
ADE_25_01320_18SV9,18SV9,159264,Adapt,703260
ADE_25_01321_18SV9,18SV9,200857,Dada2,962949
ADE_25_01321_18SV9,18SV9,200857,Adapt,1163806
ADE_25_01322_18SV9,18SV9,209499,Dada2,942839
ADE_25_01322_18SV9,18SV9,209499,Adapt,1152338
ADE_25_01323_18SV9,18SV9,220156,Dada2,994294
ADE_25_01323_18SV9,18SV9,220156,Adapt,1214450
ADE_25_01324_18SV9,18SV9,329965,Dada2,1527465
ADE_25_01324_18SV9,18SV9,329965,Adapt,1857430
ADE_25_01325_18SV9,18SV9,351125,Dada2,1742846
ADE_25_01325_18SV9,18SV9,351125,Adapt,2093971
ADE_25_01326_18SV9,18SV9,505782,Dada2,2072788
ADE_25_01326_18SV9,18SV9,505782,Adapt,2578570
ADE_25_01327_18SV9,18SV9,299455,Dada2,1387364
ADE_25_01327_18SV9,18SV9,299455,Adapt,1686819
ADE_25_01328_18SV9,18SV9,355206,Dada2,1752821
ADE_25_01328_18SV9,18SV9,355206,Adapt,2108027
ADE_25_01329_18SV9,18SV9,323951,Dada2,1210255
ADE_25_01329_18SV9,18SV9,323951,Adapt,1534206
ADE_25_01330_18SV9,18SV9,250989,Dada2,1185125
ADE_25_01330_18SV9,18SV9,250989,Adapt,1436114
ADE_25_01331_18SV9,18SV9,274740,Dada2,1224699
ADE_25_01331_18SV9,18SV9,274740,Adapt,1499439
ADE_25_01332_18SV9,18SV9,238512,Dada2,991582
ADE_25_01332_18SV9,18SV9,238512,Adapt,1230094
ADE_25_01333_18SV9,18SV9,229741,Dada2,731685
ADE_25_01333_18SV9,18SV9,229741,Adapt,961426
ADE_25_01334_18SV9,18SV9,157142,Dada2,699512
ADE_25_01334_18SV9,18SV9,157142,Adapt,856654
ADE_25_01335_18SV9,18SV9,197329,Dada2,742886
ADE_25_01335_18SV9,18SV9,197329,Adapt,940215
