ID,Loci,Remove,Reads,N
ADE_25_01264_COIB1,COIB1,200974,Dada2,847651
ADE_25_01264_COIB1,COIB1,200974,Adapt,1048625
ADE_25_01265_COIB1,COIB1,334327,Dada2,1209569
ADE_25_01265_COIB1,COIB1,334327,Adapt,1543896
ADE_25_01266_COIB1,COIB1,414170,Dada2,1392460
ADE_25_01266_COIB1,COIB1,414170,Adapt,1806630
ADE_25_01267_COIB1,COIB1,3,Dada2,0
ADE_25_01267_COIB1,COIB1,3,Adapt,3
ADE_25_01268_COIB1,COIB1,305513,Dada2,1136004
ADE_25_01268_COIB1,COIB1,305513,Adapt,1441517
ADE_25_01269_COIB1,COIB1,238814,Dada2,931829
ADE_25_01269_COIB1,COIB1,238814,Adapt,1170643
ADE_25_01270_COIB1,COIB1,3,Dada2,20
ADE_25_01270_COIB1,COIB1,3,Adapt,23
ADE_25_01271_COIB1,COIB1,311704,Dada2,1291438
ADE_25_01271_COIB1,COIB1,311704,Adapt,1603142
ADE_25_01272_COIB1,COIB1,199836,Dada2,713098
ADE_25_01272_COIB1,COIB1,199836,Adapt,912934
ADE_25_01273_COIB1,COIB1,225501,Dada2,809863
ADE_25_01273_COIB1,COIB1,225501,Adapt,1035364
ADE_25_01274_COIB1,COIB1,194770,Dada2,586032
ADE_25_01274_COIB1,COIB1,194770,Adapt,780802
ADE_25_01275_COIB1,COIB1,188493,Dada2,609418
ADE_25_01275_COIB1,COIB1,188493,Adapt,797911
ADE_25_01276_COIB1,COIB1,5,Dada2,3
ADE_25_01276_COIB1,COIB1,5,Adapt,8
ADE_25_01277_COIB1,COIB1,269781,Dada2,1009891
ADE_25_01277_COIB1,COIB1,269781,Adapt,1279672
ADE_25_01278_COIB1,COIB1,297370,Dada2,1268376
ADE_25_01278_COIB1,COIB1,297370,Adapt,1565746
ADE_25_01279_COIB1,COIB1,3,Dada2,15
ADE_25_01279_COIB1,COIB1,3,Adapt,18
ADE_25_01280_COIB1,COIB1,229022,Dada2,936990
ADE_25_01280_COIB1,COIB1,229022,Adapt,1166012
ADE_25_01281_COIB1,COIB1,234315,Dada2,1002046
ADE_25_01281_COIB1,COIB1,234315,Adapt,1236361
ADE_25_01282_COIB1,COIB1,249229,Dada2,926944
ADE_25_01282_COIB1,COIB1,249229,Adapt,1176173
ADE_25_01283_COIB1,COIB1,420099,Dada2,1732749
ADE_25_01283_COIB1,COIB1,420099,Adapt,2152848
ADE_25_01284_COIB1,COIB1,245122,Dada2,888811
ADE_25_01284_COIB1,COIB1,245122,Adapt,1133933
ADE_25_01285_COIB1,COIB1,438008,Dada2,1550520
ADE_25_01285_COIB1,COIB1,438008,Adapt,1988528
ADE_25_01286_COIB1,COIB1,396975,Dada2,1167451
ADE_25_01286_COIB1,COIB1,396975,Adapt,1564426
ADE_25_01287_COIB1,COIB1,162009,Dada2,713536
ADE_25_01287_COIB1,COIB1,162009,Adapt,875545
ADE_25_01288_COIB1,COIB1,249785,Dada2,1068534
ADE_25_01288_COIB1,COIB1,249785,Adapt,1318319
ADE_25_01289_COIB1,COIB1,210157,Dada2,966516
ADE_25_01289_COIB1,COIB1,210157,Adapt,1176673
ADE_25_01290_COIB1,COIB1,249330,Dada2,862061
ADE_25_01290_COIB1,COIB1,249330,Adapt,1111391
ADE_25_01291_COIB1,COIB1,119,Dada2,124
ADE_25_01291_COIB1,COIB1,119,Adapt,243
ADE_25_01292_COIB1,COIB1,235939,Dada2,716861
ADE_25_01292_COIB1,COIB1,235939,Adapt,952800
ADE_25_01293_COIB1,COIB1,230239,Dada2,679076
ADE_25_01293_COIB1,COIB1,230239,Adapt,909315
ADE_25_01294_COIB1,COIB1,149972,Dada2,442714
ADE_25_01294_COIB1,COIB1,149972,Adapt,592686
ADE_25_01295_COIB1,COIB1,203125,Dada2,532319
ADE_25_01295_COIB1,COIB1,203125,Adapt,735444
ADE_25_01296_COIB1,COIB1,148246,Dada2,344901
ADE_25_01296_COIB1,COIB1,148246,Adapt,493147
ADE_25_01297_COIB1,COIB1,187895,Dada2,226804
ADE_25_01297_COIB1,COIB1,187895,Adapt,414699
ADE_25_01298_COIB1,COIB1,278332,Dada2,986155
ADE_25_01298_COIB1,COIB1,278332,Adapt,1264487
ADE_25_01299_COIB1,COIB1,175982,Dada2,707889
ADE_25_01299_COIB1,COIB1,175982,Adapt,883871
ADE_25_01300_COIB1,COIB1,194834,Dada2,588628
ADE_25_01300_COIB1,COIB1,194834,Adapt,783462
ADE_25_01301_COIB1,COIB1,297428,Dada2,866642
ADE_25_01301_COIB1,COIB1,297428,Adapt,1164070
ADE_25_01302_COIB1,COIB1,223096,Dada2,575519
ADE_25_01302_COIB1,COIB1,223096,Adapt,798615
ADE_25_01303_COIB1,COIB1,241184,Dada2,447908
ADE_25_01303_COIB1,COIB1,241184,Adapt,689092
ADE_25_01304_COIB1,COIB1,266832,Dada2,772347
ADE_25_01304_COIB1,COIB1,266832,Adapt,1039179
ADE_25_01305_COIB1,COIB1,425049,Dada2,1202380
ADE_25_01305_COIB1,COIB1,425049,Adapt,1627429
ADE_25_01306_COIB1,COIB1,340664,Dada2,696913
ADE_25_01306_COIB1,COIB1,340664,Adapt,1037577
ADE_25_01307_COIB1,COIB1,365006,Dada2,8277
ADE_25_01307_COIB1,COIB1,365006,Adapt,373283
ADE_25_01308_COIB1,COIB1,346413,Dada2,988716
ADE_25_01308_COIB1,COIB1,346413,Adapt,1335129
ADE_25_01309_COIB1,COIB1,271138,Dada2,733544
ADE_25_01309_COIB1,COIB1,271138,Adapt,1004682
ADE_25_01310_COIB1,COIB1,18174,Dada2,53002
ADE_25_01310_COIB1,COIB1,18174,Adapt,71176
ADE_25_01311_COIB1,COIB1,364503,Dada2,1173808
ADE_25_01311_COIB1,COIB1,364503,Adapt,1538311
ADE_25_01312_COIB1,COIB1,199184,Dada2,664733
ADE_25_01312_COIB1,COIB1,199184,Adapt,863917
ADE_25_01313_COIB1,COIB1,366600,Dada2,1353138
ADE_25_01313_COIB1,COIB1,366600,Adapt,1719738
ADE_25_01314_COIB1,COIB1,662704,Dada2,1988066
ADE_25_01314_COIB1,COIB1,662704,Adapt,2650770
ADE_25_01315_COIB1,COIB1,629239,Dada2,2025220
ADE_25_01315_COIB1,COIB1,629239,Adapt,2654459
ADE_25_01316_COIB1,COIB1,499584,Dada2,1902754
ADE_25_01316_COIB1,COIB1,499584,Adapt,2402338
ADE_25_01317_COIB1,COIB1,293803,Dada2,1212160
ADE_25_01317_COIB1,COIB1,293803,Adapt,1505963
ADE_25_01318_COIB1,COIB1,380647,Dada2,1427396
ADE_25_01318_COIB1,COIB1,380647,Adapt,1808043
ADE_25_01319_COIB1,COIB1,241790,Dada2,950595
ADE_25_01319_COIB1,COIB1,241790,Adapt,1192385
ADE_25_01320_COIB1,COIB1,12905,Dada2,1965
ADE_25_01320_COIB1,COIB1,12905,Adapt,14870
ADE_25_01321_COIB1,COIB1,116068,Dada2,274130
ADE_25_01321_COIB1,COIB1,116068,Adapt,390198
ADE_25_01322_COIB1,COIB1,136912,Dada2,317636
ADE_25_01322_COIB1,COIB1,136912,Adapt,454548
ADE_25_01323_COIB1,COIB1,199992,Dada2,556387
ADE_25_01323_COIB1,COIB1,199992,Adapt,756379
ADE_25_01324_COIB1,COIB1,245733,Dada2,571284
ADE_25_01324_COIB1,COIB1,245733,Adapt,817017
ADE_25_01325_COIB1,COIB1,379969,Dada2,894924
ADE_25_01325_COIB1,COIB1,379969,Adapt,1274893
ADE_25_01326_COIB1,COIB1,169698,Dada2,204772
ADE_25_01326_COIB1,COIB1,169698,Adapt,374470
ADE_25_01327_COIB1,COIB1,182905,Dada2,415311
ADE_25_01327_COIB1,COIB1,182905,Adapt,598216
ADE_25_01328_COIB1,COIB1,341487,Dada2,737531
ADE_25_01328_COIB1,COIB1,341487,Adapt,1079018
ADE_25_01329_COIB1,COIB1,199399,Dada2,679841
ADE_25_01329_COIB1,COIB1,199399,Adapt,879240
ADE_25_01330_COIB1,COIB1,107075,Dada2,314079
ADE_25_01330_COIB1,COIB1,107075,Adapt,421154
ADE_25_01331_COIB1,COIB1,178,Dada2,61
ADE_25_01331_COIB1,COIB1,178,Adapt,239
ADE_25_01332_COIB1,COIB1,190826,Dada2,362704
ADE_25_01332_COIB1,COIB1,190826,Adapt,553530
ADE_25_01333_COIB1,COIB1,272408,Dada2,44246
ADE_25_01333_COIB1,COIB1,272408,Adapt,316654
ADE_25_01334_COIB1,COIB1,285858,Dada2,910198
ADE_25_01334_COIB1,COIB1,285858,Adapt,1196056
ADE_25_01335_COIB1,COIB1,106989,Dada2,189984
ADE_25_01335_COIB1,COIB1,106989,Adapt,296973
ADE_25_01336_COIB1,COIB1,293262,Dada2,930115
ADE_25_01336_COIB1,COIB1,293262,Adapt,1223377
ADE_25_01337_COIB1,COIB1,389559,Dada2,1281549
ADE_25_01337_COIB1,COIB1,389559,Adapt,1671108
ADE_25_01338_COIB1,COIB1,328509,Dada2,1286442
ADE_25_01338_COIB1,COIB1,328509,Adapt,1614951
ADE_25_01339_COIB1,COIB1,255938,Dada2,854217
ADE_25_01339_COIB1,COIB1,255938,Adapt,1110155
ADE_25_01340_COIB1,COIB1,340875,Dada2,1002929
ADE_25_01340_COIB1,COIB1,340875,Adapt,1343804
ADE_25_01341_COIB1,COIB1,177536,Dada2,495205
ADE_25_01341_COIB1,COIB1,177536,Adapt,672741
ADE_25_01342_COIB1,COIB1,181426,Dada2,659979
ADE_25_01342_COIB1,COIB1,181426,Adapt,841405
ADE_25_01343_COIB1,COIB1,171658,Dada2,663293
ADE_25_01343_COIB1,COIB1,171658,Adapt,834951
ADE_25_01344_COIB1,COIB1,132931,Dada2,129071
ADE_25_01344_COIB1,COIB1,132931,Adapt,262002
ADE_25_01345_COIB1,COIB1,216136,Dada2,525464
ADE_25_01345_COIB1,COIB1,216136,Adapt,741600
ADE_25_01346_COIB1,COIB1,234185,Dada2,616499
ADE_25_01346_COIB1,COIB1,234185,Adapt,850684
ADE_25_01347_COIB1,COIB1,388954,Dada2,1377664
ADE_25_01347_COIB1,COIB1,388954,Adapt,1766618
ADE_25_01348_COIB1,COIB1,426189,Dada2,1695637
ADE_25_01348_COIB1,COIB1,426189,Adapt,2121826
ADE_25_01349_COIB1,COIB1,367432,Dada2,1388868
ADE_25_01349_COIB1,COIB1,367432,Adapt,1756300
ADE_25_01350_COIB1,COIB1,597894,Dada2,1996239
ADE_25_01350_COIB1,COIB1,597894,Adapt,2594133
ADE_25_01351_COIB1,COIB1,433861,Dada2,1587877
ADE_25_01351_COIB1,COIB1,433861,Adapt,2021738
ADE_25_01352_COIB1,COIB1,640354,Dada2,1874751
ADE_25_01352_COIB1,COIB1,640354,Adapt,2515105
ADE_25_01353_COIB1,COIB1,265812,Dada2,988229
ADE_25_01353_COIB1,COIB1,265812,Adapt,1254041
ADE_25_01354_COIB1,COIB1,246668,Dada2,787891
ADE_25_01354_COIB1,COIB1,246668,Adapt,1034559
ADE_25_01355_COIB1,COIB1,245335,Dada2,769692
ADE_25_01355_COIB1,COIB1,245335,Adapt,1015027
ADE_25_01356_COIB1,COIB1,311375,Dada2,965505
ADE_25_01356_COIB1,COIB1,311375,Adapt,1276880
ADE_25_01357_COIB1,COIB1,421728,Dada2,1526577
ADE_25_01357_COIB1,COIB1,421728,Adapt,1948305
ADE_25_01358_COIB1,COIB1,352730,Dada2,1024884
ADE_25_01358_COIB1,COIB1,352730,Adapt,1377614
ADE_25_01359_COIB1,COIB1,342811,Dada2,75781
ADE_25_01359_COIB1,COIB1,342811,Adapt,418592
ADE_25_01360_COIB1,COIB1,237895,Dada2,907604
ADE_25_01360_COIB1,COIB1,237895,Adapt,1145499
ADE_25_01361_COIB1,COIB1,300083,Dada2,1004411
ADE_25_01361_COIB1,COIB1,300083,Adapt,1304494
ADE_25_01362_COIB1,COIB1,266427,Dada2,834603
ADE_25_01362_COIB1,COIB1,266427,Adapt,1101030
ADE_25_01363_COIB1,COIB1,684469,Dada2,2418993
ADE_25_01363_COIB1,COIB1,684469,Adapt,3103462
ADE_25_01364_COIB1,COIB1,576253,Dada2,1706801
ADE_25_01364_COIB1,COIB1,576253,Adapt,2283054
ADE_25_01365_COIB1,COIB1,639246,Dada2,1982064
ADE_25_01365_COIB1,COIB1,639246,Adapt,2621310
ADE_25_01366_COIB1,COIB1,222931,Dada2,465205
ADE_25_01366_COIB1,COIB1,222931,Adapt,688136
ADE_25_01367_COIB1,COIB1,162114,Dada2,342433
ADE_25_01367_COIB1,COIB1,162114,Adapt,504547
ADE_25_01368_COIB1,COIB1,221603,Dada2,235869
ADE_25_01368_COIB1,COIB1,221603,Adapt,457472
ADE_25_01369_COIB1,COIB1,342435,Dada2,980457
ADE_25_01369_COIB1,COIB1,342435,Adapt,1322892
ADE_25_01370_COIB1,COIB1,239523,Dada2,733056
ADE_25_01370_COIB1,COIB1,239523,Adapt,972579
ADE_25_01371_COIB1,COIB1,268742,Dada2,1085197
ADE_25_01371_COIB1,COIB1,268742,Adapt,1353939
ADE_25_01372_COIB1,COIB1,16885,Dada2,30349
ADE_25_01372_COIB1,COIB1,16885,Adapt,47234
ADE_25_01373_COIB1,COIB1,173267,Dada2,521860
ADE_25_01373_COIB1,COIB1,173267,Adapt,695127
ADE_25_01374_COIB1,COIB1,127587,Dada2,293901
ADE_25_01374_COIB1,COIB1,127587,Adapt,421488
ADE_25_01375_COIB1,COIB1,237014,Dada2,827053
ADE_25_01375_COIB1,COIB1,237014,Adapt,1064067
ADE_25_01376_COIB1,COIB1,246686,Dada2,602750
ADE_25_01376_COIB1,COIB1,246686,Adapt,849436
ADE_25_01377_COIB1,COIB1,191048,Dada2,456621
ADE_25_01377_COIB1,COIB1,191048,Adapt,647669
ADE_25_01378_COIB1,COIB1,173138,Dada2,484635
ADE_25_01378_COIB1,COIB1,173138,Adapt,657773
ADE_25_01379_COIB1,COIB1,328834,Dada2,1327780
ADE_25_01379_COIB1,COIB1,328834,Adapt,1656614
ADE_25_01380_COIB1,COIB1,201180,Dada2,679140
ADE_25_01380_COIB1,COIB1,201180,Adapt,880320
ADE_25_01381_COIB1,COIB1,210885,Dada2,708022
ADE_25_01381_COIB1,COIB1,210885,Adapt,918907
ADE_25_01382_COIB1,COIB1,181017,Dada2,592694
ADE_25_01382_COIB1,COIB1,181017,Adapt,773711
ADE_25_01383_COIB1,COIB1,204445,Dada2,431577
ADE_25_01383_COIB1,COIB1,204445,Adapt,636022
ADE_25_01384_COIB1,COIB1,200314,Dada2,542415
ADE_25_01384_COIB1,COIB1,200314,Adapt,742729
ADE_25_01385_COIB1,COIB1,212438,Dada2,373586
ADE_25_01385_COIB1,COIB1,212438,Adapt,586024
ADE_25_01386_COIB1,COIB1,321751,Dada2,784212
ADE_25_01386_COIB1,COIB1,321751,Adapt,1105963
ADE_25_01387_COIB1,COIB1,286381,Dada2,813382
ADE_25_01387_COIB1,COIB1,286381,Adapt,1099763
ADE_25_01388_COIB1,COIB1,299833,Dada2,940185
ADE_25_01388_COIB1,COIB1,299833,Adapt,1240018
ADE_25_01389_COIB1,COIB1,282005,Dada2,850939
ADE_25_01389_COIB1,COIB1,282005,Adapt,1132944
ADE_25_01390_COIB1,COIB1,239074,Dada2,620955
ADE_25_01390_COIB1,COIB1,239074,Adapt,860029
ADE_25_01391_COIB1,COIB1,202541,Dada2,293109
ADE_25_01391_COIB1,COIB1,202541,Adapt,495650
ADE_25_01392_COIB1,COIB1,162840,Dada2,409737
ADE_25_01392_COIB1,COIB1,162840,Adapt,572577
ADE_25_01393_COIB1,COIB1,495155,Dada2,862160
ADE_25_01393_COIB1,COIB1,495155,Adapt,1357315
ADE_25_01394_COIB1,COIB1,196493,Dada2,242462
ADE_25_01394_COIB1,COIB1,196493,Adapt,438955
ADE_25_01395_COIB1,COIB1,205931,Dada2,282299
ADE_25_01395_COIB1,COIB1,205931,Adapt,488230
ADE_25_01396_COIB1,COIB1,236560,Dada2,723955
ADE_25_01396_COIB1,COIB1,236560,Adapt,960515
ADE_25_01397_COIB1,COIB1,273722,Dada2,581031
ADE_25_01397_COIB1,COIB1,273722,Adapt,854753
ADE_25_01398_COIB1,COIB1,251002,Dada2,445035
ADE_25_01398_COIB1,COIB1,251002,Adapt,696037
ADE_25_01399_COIB1,COIB1,315609,Dada2,577471
ADE_25_01399_COIB1,COIB1,315609,Adapt,893080
ADE_25_01400_COIB1,COIB1,234989,Dada2,35160
ADE_25_01400_COIB1,COIB1,234989,Adapt,270149
ADE_25_01401_COIB1,COIB1,250366,Dada2,5016
ADE_25_01401_COIB1,COIB1,250366,Adapt,255382
ADE_25_01402_COIB1,COIB1,245141,Dada2,153299
ADE_25_01402_COIB1,COIB1,245141,Adapt,398440
ADE_25_01403_COIB1,COIB1,359252,Dada2,2254
ADE_25_01403_COIB1,COIB1,359252,Adapt,361506
ADE_25_01404_COIB1,COIB1,184299,Dada2,61
ADE_25_01404_COIB1,COIB1,184299,Adapt,184360
ADE_25_01640_COIB1,COIB1,525890,Dada2,1366972
ADE_25_01640_COIB1,COIB1,525890,Adapt,1892862
ADE_25_01641_COIB1,COIB1,208487,Dada2,1701
ADE_25_01641_COIB1,COIB1,208487,Adapt,210188
ADE_25_01642_COIB1,COIB1,246719,Dada2,6388
ADE_25_01642_COIB1,COIB1,246719,Adapt,253107
N_25_00090_COIB1,COIB1,394072,Dada2,55
N_25_00090_COIB1,COIB1,394072,Adapt,394127
N_25_00091_COIB1,COIB1,107476,Dada2,3
N_25_00091_COIB1,COIB1,107476,Adapt,107479
N_25_00092_COIB1,COIB1,166618,Dada2,2
N_25_00092_COIB1,COIB1,166618,Adapt,166620
N_25_00093_COIB1,COIB1,295824,Dada2,159
N_25_00093_COIB1,COIB1,295824,Adapt,295983
P_25_00072_COIB1,COIB1,452281,Dada2,1327602
P_25_00072_COIB1,COIB1,452281,Adapt,1779883
P_25_00073_COIB1,COIB1,891383,Dada2,3882204
P_25_00073_COIB1,COIB1,891383,Adapt,4773587
P_25_00074_COIB1,COIB1,1298947,Dada2,1830424
P_25_00074_COIB1,COIB1,1298947,Adapt,3129371
P_25_00075_COIB1,COIB1,925,Dada2,2324
P_25_00075_COIB1,COIB1,925,Adapt,3249
P_25_00076_COIB1,COIB1,682605,Dada2,2602387
P_25_00076_COIB1,COIB1,682605,Adapt,3284992
P_25_00077_COIB1,COIB1,579182,Dada2,1516388
P_25_00077_COIB1,COIB1,579182,Adapt,2095570
P_25_00078_COIB1,COIB1,1383893,Dada2,4260801
P_25_00078_COIB1,COIB1,1383893,Adapt,5644694
P_25_00079_COIB1,COIB1,1105147,Dada2,4357416
P_25_00079_COIB1,COIB1,1105147,Adapt,5462563
P_25_00080_COIB1,COIB1,1549074,Dada2,4807519
P_25_00080_COIB1,COIB1,1549074,Adapt,6356593
P_25_00081_COIB1,COIB1,1355895,Dada2,3716304
P_25_00081_COIB1,COIB1,1355895,Adapt,5072199
P_25_00082_COIB1,COIB1,1503868,Dada2,6146346
P_25_00082_COIB1,COIB1,1503868,Adapt,7650214
P_25_00083_COIB1,COIB1,1483734,Dada2,3886380
P_25_00083_COIB1,COIB1,1483734,Adapt,5370114
ADE_25_00688_MiFishU,MiFishU,342426,Dada2,1377304
ADE_25_00688_MiFishU,MiFishU,342426,Adapt,1719730
ADE_25_00689_MiFishU,MiFishU,188200,Dada2,761669
ADE_25_00689_MiFishU,MiFishU,188200,Adapt,949869
ADE_25_00690_MiFishU,MiFishU,124964,Dada2,442681
ADE_25_00690_MiFishU,MiFishU,124964,Adapt,567645
ADE_25_00691_MiFishU,MiFishU,57645,Dada2,4
ADE_25_00691_MiFishU,MiFishU,57645,Adapt,57649
ADE_25_00692_MiFishU,MiFishU,72015,Dada2,1123
ADE_25_00692_MiFishU,MiFishU,72015,Adapt,73138
ADE_25_00693_MiFishU,MiFishU,311939,Dada2,1300900
ADE_25_00693_MiFishU,MiFishU,311939,Adapt,1612839
ADE_25_00694_MiFishU,MiFishU,65441,Dada2,164368
ADE_25_00694_MiFishU,MiFishU,65441,Adapt,229809
ADE_25_00695_MiFishU,MiFishU,61291,Dada2,97078
ADE_25_00695_MiFishU,MiFishU,61291,Adapt,158369
ADE_25_00696_MiFishU,MiFishU,56529,Dada2,9131
ADE_25_00696_MiFishU,MiFishU,56529,Adapt,65660
ADE_25_00697_MiFishU,MiFishU,346170,Dada2,964830
ADE_25_00697_MiFishU,MiFishU,346170,Adapt,1311000
ADE_25_00698_MiFishU,MiFishU,372212,Dada2,1176013
ADE_25_00698_MiFishU,MiFishU,372212,Adapt,1548225
ADE_25_00699_MiFishU,MiFishU,115812,Dada2,439571
ADE_25_00699_MiFishU,MiFishU,115812,Adapt,555383
ADE_25_00700_MiFishU,MiFishU,1937813,Dada2,444641
ADE_25_00700_MiFishU,MiFishU,1937813,Adapt,2382454
ADE_25_00701_MiFishU,MiFishU,254594,Dada2,776853
ADE_25_00701_MiFishU,MiFishU,254594,Adapt,1031447
ADE_25_00702_MiFishU,MiFishU,284106,Dada2,1151722
ADE_25_00702_MiFishU,MiFishU,284106,Adapt,1435828
ADE_25_00703_MiFishU,MiFishU,120272,Dada2,482897
ADE_25_00703_MiFishU,MiFishU,120272,Adapt,603169
ADE_25_00704_MiFishU,MiFishU,356055,Dada2,1685572
ADE_25_00704_MiFishU,MiFishU,356055,Adapt,2041627
ADE_25_00705_MiFishU,MiFishU,212027,Dada2,667424
ADE_25_00705_MiFishU,MiFishU,212027,Adapt,879451
ADE_25_00706_MiFishU,MiFishU,198678,Dada2,824796
ADE_25_00706_MiFishU,MiFishU,198678,Adapt,1023474
ADE_25_00707_MiFishU,MiFishU,131703,Dada2,501368
ADE_25_00707_MiFishU,MiFishU,131703,Adapt,633071
ADE_25_00708_MiFishU,MiFishU,344685,Dada2,1293558
ADE_25_00708_MiFishU,MiFishU,344685,Adapt,1638243
ADE_25_00709_MiFishU,MiFishU,275017,Dada2,790994
ADE_25_00709_MiFishU,MiFishU,275017,Adapt,1066011
ADE_25_00710_MiFishU,MiFishU,163189,Dada2,586333
ADE_25_00710_MiFishU,MiFishU,163189,Adapt,749522
ADE_25_00711_MiFishU,MiFishU,50858,Dada2,25661
ADE_25_00711_MiFishU,MiFishU,50858,Adapt,76519
ADE_25_00712_MiFishU,MiFishU,140456,Dada2,536013
ADE_25_00712_MiFishU,MiFishU,140456,Adapt,676469
ADE_25_00713_MiFishU,MiFishU,186043,Dada2,673927
ADE_25_00713_MiFishU,MiFishU,186043,Adapt,859970
ADE_25_00714_MiFishU,MiFishU,34029,Dada2,5596
ADE_25_00714_MiFishU,MiFishU,34029,Adapt,39625
ADE_25_00715_MiFishU,MiFishU,116202,Dada2,519479
ADE_25_00715_MiFishU,MiFishU,116202,Adapt,635681
ADE_25_00716_MiFishU,MiFishU,185576,Dada2,789808
ADE_25_00716_MiFishU,MiFishU,185576,Adapt,975384
ADE_25_00717_MiFishU,MiFishU,469466,Dada2,1957172
ADE_25_00717_MiFishU,MiFishU,469466,Adapt,2426638
ADE_25_00718_MiFishU,MiFishU,209138,Dada2,954375
ADE_25_00718_MiFishU,MiFishU,209138,Adapt,1163513
ADE_25_00719_MiFishU,MiFishU,12024,Dada2,1176
ADE_25_00719_MiFishU,MiFishU,12024,Adapt,13200
ADE_25_00720_MiFishU,MiFishU,70420,Dada2,1296
ADE_25_00720_MiFishU,MiFishU,70420,Adapt,71716
ADE_25_00730_MiFishU,MiFishU,154007,Dada2,756817
ADE_25_00730_MiFishU,MiFishU,154007,Adapt,910824
ADE_25_00731_MiFishU,MiFishU,133009,Dada2,217477
ADE_25_00731_MiFishU,MiFishU,133009,Adapt,350486
ADE_25_00732_MiFishU,MiFishU,211020,Dada2,980593
ADE_25_00732_MiFishU,MiFishU,211020,Adapt,1191613
ADE_25_00733_MiFishU,MiFishU,383462,Dada2,871817
ADE_25_00733_MiFishU,MiFishU,383462,Adapt,1255279
ADE_25_00734_MiFishU,MiFishU,123752,Dada2,387888
ADE_25_00734_MiFishU,MiFishU,123752,Adapt,511640
ADE_25_00735_MiFishU,MiFishU,260498,Dada2,704744
ADE_25_00735_MiFishU,MiFishU,260498,Adapt,965242
ADE_25_00736_MiFishU,MiFishU,128093,Dada2,718470
ADE_25_00736_MiFishU,MiFishU,128093,Adapt,846563
ADE_25_00737_MiFishU,MiFishU,174472,Dada2,771443
ADE_25_00737_MiFishU,MiFishU,174472,Adapt,945915
ADE_25_00738_MiFishU,MiFishU,167612,Dada2,820562
ADE_25_00738_MiFishU,MiFishU,167612,Adapt,988174
ADE_25_00739_MiFishU,MiFishU,89640,Dada2,258076
ADE_25_00739_MiFishU,MiFishU,89640,Adapt,347716
ADE_25_00740_MiFishU,MiFishU,420195,Dada2,321653
ADE_25_00740_MiFishU,MiFishU,420195,Adapt,741848
ADE_25_00741_MiFishU,MiFishU,205066,Dada2,1111982
ADE_25_00741_MiFishU,MiFishU,205066,Adapt,1317048
ADE_25_00742_MiFishU,MiFishU,289940,Dada2,1246689
ADE_25_00742_MiFishU,MiFishU,289940,Adapt,1536629
ADE_25_00743_MiFishU,MiFishU,183774,Dada2,975869
ADE_25_00743_MiFishU,MiFishU,183774,Adapt,1159643
ADE_25_00744_MiFishU,MiFishU,130976,Dada2,504050
ADE_25_00744_MiFishU,MiFishU,130976,Adapt,635026
ADE_25_00745_MiFishU,MiFishU,426577,Dada2,1748827
ADE_25_00745_MiFishU,MiFishU,426577,Adapt,2175404
ADE_25_00746_MiFishU,MiFishU,240288,Dada2,132953
ADE_25_00746_MiFishU,MiFishU,240288,Adapt,373241
ADE_25_00747_MiFishU,MiFishU,243290,Dada2,949795
ADE_25_00747_MiFishU,MiFishU,243290,Adapt,1193085
ADE_25_00748_MiFishU,MiFishU,283029,Dada2,224419
ADE_25_00748_MiFishU,MiFishU,283029,Adapt,507448
ADE_25_00749_MiFishU,MiFishU,241047,Dada2,1295035
ADE_25_00749_MiFishU,MiFishU,241047,Adapt,1536082
ADE_25_00750_MiFishU,MiFishU,85681,Dada2,12607
ADE_25_00750_MiFishU,MiFishU,85681,Adapt,98288
ADE_25_00751_MiFishU,MiFishU,44641,Dada2,222564
ADE_25_00751_MiFishU,MiFishU,44641,Adapt,267205
ADE_25_00752_MiFishU,MiFishU,237714,Dada2,558099
ADE_25_00752_MiFishU,MiFishU,237714,Adapt,795813
ADE_25_00753_MiFishU,MiFishU,150981,Dada2,545490
ADE_25_00753_MiFishU,MiFishU,150981,Adapt,696471
ADE_25_00754_MiFishU,MiFishU,94177,Dada2,189133
ADE_25_00754_MiFishU,MiFishU,94177,Adapt,283310
ADE_25_00755_MiFishU,MiFishU,28373,Dada2,204
ADE_25_00755_MiFishU,MiFishU,28373,Adapt,28577
ADE_25_00756_MiFishU,MiFishU,122320,Dada2,501553
ADE_25_00756_MiFishU,MiFishU,122320,Adapt,623873
ADE_25_00757_MiFishU,MiFishU,96478,Dada2,549284
ADE_25_00757_MiFishU,MiFishU,96478,Adapt,645762
ADE_25_00758_MiFishU,MiFishU,207713,Dada2,993768
ADE_25_00758_MiFishU,MiFishU,207713,Adapt,1201481
ADE_25_00759_MiFishU,MiFishU,305827,Dada2,965301
ADE_25_00759_MiFishU,MiFishU,305827,Adapt,1271128
ADE_25_00760_MiFishU,MiFishU,339664,Dada2,1282174
ADE_25_00760_MiFishU,MiFishU,339664,Adapt,1621838
ADE_25_00761_MiFishU,MiFishU,7542,Dada2,386
ADE_25_00761_MiFishU,MiFishU,7542,Adapt,7928
ADE_25_00762_MiFishU,MiFishU,241456,Dada2,754195
ADE_25_00762_MiFishU,MiFishU,241456,Adapt,995651
ADE_25_00763_MiFishU,MiFishU,188658,Dada2,383259
ADE_25_00763_MiFishU,MiFishU,188658,Adapt,571917
