ID_sample,Loci,Merge,ESVlength,Final
ADE_25_01272,rbcLrouge,276,22,13
ADE_25_01273,rbcLrouge,167,7,7
ADE_25_01274,rbcLrouge,302,12,10
ADE_25_01275,rbcLrouge,306,15,14
ADE_25_01276,rbcLrouge,333,8,8
ADE_25_01277,rbcLrouge,170,3,3
ADE_25_01278,rbcLrouge,281,6,6
ADE_25_01279,rbcLrouge,296,5,5
ADE_25_01280,rbcLrouge,14,0,0
ADE_25_01281,rbcLrouge,51,3,3
ADE_25_01282,rbcLrouge,120,5,5
ADE_25_01283,rbcLrouge,20,1,1
ADE_25_01284,rbcLrouge,193,8,8
ADE_25_01285,rbcLrouge,100,3,3
ADE_25_01286,rbcLrouge,155,5,5
ADE_25_01287,rbcLrouge,156,5,5
ADE_25_01288,rbcLrouge,42,6,6
ADE_25_01289,rbcLrouge,311,11,9
ADE_25_01290,rbcLrouge,175,16,13
ADE_25_01291,rbcLrouge,319,67,29
ADE_25_01292,rbcLrouge,274,9,9
ADE_25_01293,rbcLrouge,338,15,15
ADE_25_01294,rbcLrouge,106,8,8
ADE_25_01295,rbcLrouge,244,81,28
ADE_25_01296,rbcLrouge,155,48,19
ADE_25_01297,rbcLrouge,93,16,12
ADE_25_01298,rbcLrouge,740,461,51
ADE_25_01299,rbcLrouge,911,578,51
ADE_25_01300,rbcLrouge,245,147,32
ADE_25_01301,rbcLrouge,125,85,26
ADE_25_01302,rbcLrouge,129,85,24
ADE_25_01303,rbcLrouge,120,80,25
ADE_25_01304,rbcLrouge,323,92,28
ADE_25_01305,rbcLrouge,388,91,32
ADE_25_01306,rbcLrouge,326,71,22
ADE_25_01307,rbcLrouge,1,0,0
ADE_25_01308,rbcLrouge,50,7,7
ADE_25_01309,rbcLrouge,60,13,11
ADE_25_01310,rbcLrouge,56,15,13
ADE_25_01311,rbcLrouge,122,7,7
ADE_25_01312,rbcLrouge,83,3,3
ADE_25_01313,rbcLrouge,65,7,7
ADE_25_01314,rbcLrouge,18,1,1
ADE_25_01315,rbcLrouge,12,1,1
ADE_25_01316,rbcLrouge,17,2,2
ADE_25_01317,rbcLrouge,44,7,6
ADE_25_01318,rbcLrouge,34,5,5
ADE_25_01319,rbcLrouge,49,8,8
ADE_25_01321,rbcLrouge,145,35,21
ADE_25_01322,rbcLrouge,77,18,14
ADE_25_01323,rbcLrouge,65,15,13
ADE_25_01324,rbcLrouge,103,2,2
ADE_25_01325,rbcLrouge,118,3,3
ADE_25_01326,rbcLrouge,52,2,2
ADE_25_01327,rbcLrouge,21,1,1
ADE_25_01328,rbcLrouge,9,0,0
ADE_25_01329,rbcLrouge,7,0,0
ADE_25_01330,rbcLrouge,21,3,3
ADE_25_01331,rbcLrouge,21,1,1
ADE_25_01332,rbcLrouge,25,3,3
ADE_25_01333,rbcLrouge,1,0,0
ADE_25_01334,rbcLrouge,93,15,11
ADE_25_01335,rbcLrouge,4,0,0
ADE_25_01336,rbcLrouge,133,6,6
ADE_25_01337,rbcLrouge,14,4,4
ADE_25_01338,rbcLrouge,2,0,0
ADE_25_01339,rbcLrouge,25,5,4
ADE_25_01340,rbcLrouge,2,1,1
ADE_25_01341,rbcLrouge,35,6,6
ADE_25_01342,rbcLrouge,19,6,6
ADE_25_01343,rbcLrouge,27,4,4
ADE_25_01344,rbcLrouge,54,1,1
ADE_25_01345,rbcLrouge,56,1,1
ADE_25_01346,rbcLrouge,63,1,1
ADE_25_01347,rbcLrouge,18,1,1
ADE_25_01348,rbcLrouge,22,1,1
ADE_25_01349,rbcLrouge,17,1,1
ADE_25_01350,rbcLrouge,8,1,1
ADE_25_01351,rbcLrouge,7,0,0
ADE_25_01352,rbcLrouge,13,0,0
ADE_25_01353,rbcLrouge,6,0,0
ADE_25_01354,rbcLrouge,47,2,2
ADE_25_01355,rbcLrouge,70,2,2
ADE_25_01356,rbcLrouge,66,0,0
ADE_25_01357,rbcLrouge,16,0,0
ADE_25_01358,rbcLrouge,44,1,1
ADE_25_01359,rbcLrouge,1,0,0
ADE_25_01360,rbcLrouge,27,5,4
ADE_25_01361,rbcLrouge,30,5,5
ADE_25_01362,rbcLrouge,23,2,2
ADE_25_01363,rbcLrouge,23,2,2
ADE_25_01364,rbcLrouge,22,2,2
ADE_25_01365,rbcLrouge,19,3,3
ADE_25_01366,rbcLrouge,342,22,12
ADE_25_01367,rbcLrouge,305,11,8
ADE_25_01368,rbcLrouge,171,6,5
ADE_25_01369,rbcLrouge,65,1,1
ADE_25_01370,rbcLrouge,68,0,0
ADE_25_01371,rbcLrouge,17,2,2
ADE_25_01372,rbcLrouge,1,1,1
ADE_25_01373,rbcLrouge,76,6,5
ADE_25_01374,rbcLrouge,39,5,5
ADE_25_01375,rbcLrouge,39,5,5
ADE_25_01376,rbcLrouge,18,2,2
ADE_25_01377,rbcLrouge,0,0,0
ADE_25_01378,rbcLrouge,25,3,3
ADE_25_01379,rbcLrouge,1,0,0
ADE_25_01380,rbcLrouge,12,2,2
ADE_25_01381,rbcLrouge,23,8,6
ADE_25_01382,rbcLrouge,33,9,8
ADE_25_01383,rbcLrouge,39,2,2
ADE_25_01384,rbcLrouge,37,5,5
ADE_25_01385,rbcLrouge,46,3,3
ADE_25_01387,rbcLrouge,35,4,4
ADE_25_01388,rbcLrouge,30,6,6
ADE_25_01389,rbcLrouge,49,9,7
ADE_25_01390,rbcLrouge,32,3,3
ADE_25_01391,rbcLrouge,38,3,3
ADE_25_01392,rbcLrouge,63,4,4
ADE_25_01393,rbcLrouge,1,0,0
ADE_25_01394,rbcLrouge,105,5,5
ADE_25_01395,rbcLrouge,147,5,5
ADE_25_01396,rbcLrouge,115,10,9
ADE_25_01397,rbcLrouge,86,6,6
ADE_25_01398,rbcLrouge,147,7,7
ADE_25_01399,rbcLrouge,169,5,5
ADE_25_01400,rbcLrouge,0,0,0
ADE_25_01401,rbcLrouge,1,0,0
ADE_25_01402,rbcLrouge,1,0,0
ADE_25_01404,rbcLrouge,1,0,0
ADE_25_01640,rbcLrouge,1,0,0
ADE_25_01641,rbcLrouge,1,0,0
N_25_00092,rbcLrouge,1,0,0
P_25_00073,rbcLrouge,1,1,1
P_25_00075,rbcLrouge,0,0,0
P_25_00076,rbcLrouge,1,0,0
P_25_00078,rbcLrouge,3,0,0
P_25_00080,rbcLrouge,1,1,1
P_25_00082,rbcLrouge,0,0,0
P_25_00083,rbcLrouge,1,1,1
